user,n_decisions,H_real,H_window_real,H_window_shuffle_mean,H_window_shuffle_std,z_window,p_emp_lower
186,75,0.9782176659354247,0.7629875782949997,0.8193117973636821,0.04700867052897149,-1.198166602775326,0.11455541778328866
187,75,0.9531971725430559,0.7535277291786865,0.7932051935374741,0.04688523501542855,-0.8462677929572268,0.1923123075076997
188,73,0.8989377852081333,0.6801115609602436,0.7365199201268536,0.04658642910616142,-1.2108324301496973,0.1155553777848886
189,72,0.972552316568843,0.8442560375488231,0.8138216729113297,0.04776366013041912,0.637186609116472,0.71893124275029
190,75,0.9967916319816366,0.7875390923368472,0.839082094811056,0.04730806517812922,-1.089518294187974,0.14167433302667892
191,75,0.9844268978000114,0.7945538106345178,0.8262819812117187,0.04692640656412557,-0.6761261494387797,0.23631054757809689
192,74,0.9568886656798212,0.8336460249137155,0.7967971742183564,0.04742215762240672,0.7770386786017568,0.7697692092316307
193,75,0.9043814577244937,0.8043677358608952,0.7422555458839959,0.045899906062009076,1.3532095227599812,0.9293628254869806
194,25,0.8554508105601306,0.7705580664151616,0.7120368915252405,0.0814227288595163,0.7187326648175997,0.7322907083716651
195,75,0.999871756640849,0.8355798920903487,0.842952086603718,0.046947819960475395,-0.15702953874271214,0.39946402143914245
196,50,0.9988455359952018,0.8410258120717262,0.8472439679074707,0.057141239660375404,-0.10882080740114669,0.3915043398264069
197,75,0.7219280948873623,0.6122045368468884,0.5566154762828214,0.04043596457247009,1.3747430326396501,0.9306027758889645
198,25,0.8554508105601306,0.8061327092104908,0.7104438964991626,0.08187398587077414,1.1687327994799073,0.8931242750289988
199,25,0.9426831892554922,0.529915368119374,0.8033199331817861,0.0789799835701396,-3.4616943775331404,0.0057997680092796286
200,75,0.9782176659354247,0.6875960575709441,0.8192443157736584,0.04765381166465352,-2.7625966025370934,0.010359585616575337
201,75,0.9988455359952018,0.9113254889244685,0.8412327401188248,0.0478172505975987,1.4658464869823298,0.9538018479260829
202,75,0.9531971725430559,0.8492552525756257,0.7933135275126357,0.046801141378176675,1.1953068539707787,0.8986040558377665
203,25,0.9988455359952018,0.8879430945988999,0.8630752380278899,0.07583282235128767,0.3279299886243482,0.5568977240910363
204,75,0.999871756640849,0.9499064395616568,0.8430546439235718,0.046954564546630134,2.275642350638168,0.999880004799808
205,25,0.9709505944546686,0.9235177373942292,0.8327408848916379,0.07796495268301605,1.1643289629337026,0.9478420863165473
206,75,0.8554508105601306,0.7419434234019878,0.6910589018208061,0.04513523615621704,1.1273790925800389,0.8711251549938003
207,74,0.9466474387740497,0.7059703243132839,0.7866524458075895,0.04697063260897797,-1.7177141761314934,0.056197752089916404
208,75,0.9782176659354247,0.8380250229089913,0.8196912091822183,0.04719608543308189,0.38846047417996243,0.609175632974681
209,75,0.9782176659354247,0.9078181297756335,0.8194815423240466,0.04696982989147405,1.880709120209561,0.9920003199872005
210,75,0.8892881527272397,0.7191622899104618,0.7267163490992636,0.04567395454450267,-0.16539095999321607,0.40634374625015
211,23,0.9876925088958034,0.8281028001690994,0.8534334328078753,0.07872883882063834,-0.32174528442474115,0.29926802927882884
212,75,0.9967916319816366,0.8597773300221316,0.8394849665215862,0.0471724977035555,0.43017360725878917,0.6340946362145514
213,75,0.9426831892554922,0.7195163660205259,0.7823313862605759,0.046514536896921484,-1.3504384743043045,0.09883604655813767
215,75,0.9531971725430559,0.8632846891709668,0.79331771817542,0.04655243139399577,1.5029713572505476,0.9559617615295388
216,75,0.9895875212220556,0.8183971724562363,0.8310232753096775,0.0472745401179918,-0.2670803951117838,0.359425622975081
217,74,0.9227346209530941,0.6632807529588886,0.7615659859204661,0.04662773395020404,-2.1078706734181205,0.0296788128474861
218,75,0.8892881527272397,0.73599093343451,0.7258867241008475,0.045987738623655364,0.21971529012007282,0.5551377944882204
219,25,0.9043814577244937,0.703000124226582,0.7615020400539088,0.08164765388972269,-0.7165168016504471,0.2283108675652974
220,25,0.9895875212220556,0.9235177373942292,0.8527600524724956,0.07703933073989801,0.9184618329646095,0.8664853405863765
221,50,0.9895875212220556,0.49356981853302645,0.8368526633337167,0.05668758627698687,-6.05569697611293,3.999840006399744e-05
222,74,0.9568886656798212,0.6984962614140101,0.7968040912834552,0.04730588910421117,-2.078130899366052,0.031518739250429986
223,25,0.9426831892554922,0.8998013088640098,0.8025082711599439,0.07872952432622847,1.2357884610215153,0.9506419743210272
224,75,0.9709505944546686,0.6886582859011366,0.8117788147782112,0.04746393245244109,-2.59398078742088,0.013559457621695132
