user,n_decisions,H_window_real,H_window_shuffle_mean,H_window_shuffle_std,z_window,p_emp_lower
271,75,0.8622224608407744,0.8420922448734991,0.04370971049306878,0.46054333785778323,0.6382544698212071
272,50,0.9168152684617761,0.861782196042061,0.05254964943639839,1.0472586022923416,0.8738050477980881
273,25,0.5417735823844838,0.5727454464518762,0.08131699572719078,-0.38087811521344744,0.3517459301627935
274,73,0.8136109949517228,0.8107766686771889,0.04421124112401491,0.06410872444371131,0.4766209351625935
275,73,0.7861961778317198,0.8029418852844455,0.043345137895519206,-0.3863341603178249,0.32458701651933924
276,75,0.784385809298076,0.7607283767449358,0.04329135436640569,0.5464701416571648,0.6937322507099716
277,25,0.713661224024332,0.762050499408445,0.08050555553244154,-0.60106752961432,0.24035038598456063
278,75,0.825411890753907,0.7895556563131064,0.04207256251564604,0.8522474576504878,0.8014479420823167
279,50,0.7782494559945642,0.7848690756595262,0.054830103920013994,-0.12072965746369428,0.3981440742370305
280,75,0.869591255248509,0.8487241661751715,0.04302255313905706,0.4850267487819948,0.641214351425943
281,49,0.5631755896111412,0.5764562903588287,0.05011276386704644,-0.2650163296305581,0.36646534138634457
282,74,0.7258785726296497,0.8095276758464685,0.04341032312570815,-1.9269403495243889,0.040678372865085397
283,50,0.821011208010301,0.8261968702619937,0.05377399030303132,-0.09643439555945281,0.41114355425782967
284,75,0.8902813340314569,0.8327411317404715,0.04329828524414199,1.3289256599086752,0.9267629294828207
285,75,0.5101704473724069,0.6073460311801989,0.038031846530520545,-2.5551108524222887,0.011439542418303267
286,75,0.8457478934267902,0.8231734439141362,0.0430039000237554,0.5249395868789559,0.6676132954681813
287,74,0.6906630641745282,0.7136616236373948,0.042318875827565425,-0.5434586579420901,0.26690932362705494
288,74,0.6799906713359294,0.7536379648592721,0.042972243876211506,-1.7138340212229943,0.054237830486780526
289,75,0.7226696490592971,0.8491212647048136,0.043244772186717316,-2.9240902252771335,0.008359665613375466
290,75,0.7629875782949999,0.7899609883820443,0.0426907928790378,-0.6318320243775338,0.2391104355825767
291,75,0.7703563727027347,0.8394741202986458,0.04322277145424747,-1.5991049456204849,0.0702771889124435
292,75,0.5894234033553623,0.6923038443867833,0.04072440111425277,-2.52626037993263,0.01391944322227111
293,75,0.725468855988004,0.7638360971187388,0.0441180924218778,-0.8696486866170295,0.18191272349106036
294,75,0.8324266090515776,0.8210272150817668,0.04297692319819068,0.26524453407801735,0.5716171353145875
296,75,0.6721837184871527,0.7937772450350078,0.04298191991887799,-2.8289459097533296,0.009479620815167393
297,75,0.7426515756221164,0.6711763249074173,0.03943674510872642,1.8124023805119578,0.9828406863725451
298,74,0.7500625539059644,0.7800346460091573,0.04336771089754337,-0.691115382455906,0.22319107235710572
299,75,0.7394982925833455,0.7287284616152339,0.04180094350089565,0.25764564304346194,0.577936882524699
300,75,0.9639358761569977,0.85805919328956,0.04247775055456563,2.4925209429682886,1.0
301,75,0.6953189280887432,0.8029620128659734,0.042423410034844775,-2.5373510684034297,0.015079396824127034
302,75,0.8629306130609026,0.8513585240087856,0.04237540356759599,0.27308504646232984,0.5558177672893084
303,75,0.7577432405476501,0.739313657425058,0.04233324325438037,0.43534540956025514,0.6499340026398944
304,75,0.8457478934267904,0.7856692535293741,0.04366422115212995,1.375923772648939,0.9350425982960682
305,75,0.5659341176437077,0.6641038005977061,0.041397310506112284,-2.371402435419174,0.019759209631614736
306,75,0.8222586077151359,0.8345676743433922,0.04328509869348744,-0.2843719201247483,0.35870565177392905
307,75,0.4694984420266401,0.5124507928728979,0.035475788334454965,-1.2107511309210675,0.11591536338546458
