user,n_decisions,H_real,H_shuffle_mean,H_shuffle_std,z_marginal,H_window_real,H_window_shuffle_mean,H_window_shuffle_std,z_window
50,75,0.9844268978000114,0.9844268978000114,0.0,0.0,0.8219045316050716,0.8271089716092582,0.04787069479899533,-0.1087187062155583
51,75,0.993707106604508,0.9937071066045076,4.440892098500626e-16,1.0,0.8843288440639788,0.8347440850187233,0.048622584737524704,1.019788629356601
52,75,0.9531971725430559,0.9531971725430561,2.220446049250313e-16,-1.0,0.7805243740391764,0.7931564052961694,0.05024102021124068,-0.2514286374735428
53,73,0.9136617865655933,0.913661786565593,2.220446049250313e-16,1.0,0.6869652652402444,0.7525744143671667,0.047983106535572466,-1.367338504402225
54,75,0.8892881527272397,0.8892881527272396,1.1102230246251565e-16,1.0,0.6613075649305826,0.7262363328503056,0.04722696964831196,-1.374823928006225
55,74,0.8418521897563207,0.8418521897563204,3.3306690738754696e-16,1.0,0.6106370574463101,0.6772569393305572,0.04402825165044428,-1.5131166781993899
56,74,0.9466474387740497,0.94664743877405,3.3306690738754696e-16,-1.0,0.8226144977349086,0.7858000136578218,0.04491381207026449,0.819669548857111
57,75,0.9782176659354247,0.9782176659354247,0.0,0.0,0.7563269361073934,0.8164152673010173,0.047161733633173504,-1.2740908055033378
58,75,0.9895875212220556,0.9895875212220557,1.1102230246251565e-16,-1.0,0.7226696490592971,0.8340304209368148,0.04783339472599706,-2.3280967724624824
59,75,0.9626147059982517,0.962614705998252,3.3306690738754696e-16,-1.0,0.8261200429740353,0.8021208612815871,0.046678362458426735,0.514139323413983
60,72,0.9182958340544896,0.9182958340544899,3.3306690738754696e-16,-1.0,0.5872397037225872,0.7550630971138406,0.04644373980448404,-3.6134771682415296
62,75,0.9782176659354247,0.9782176659354247,0.0,0.0,0.7742178079616342,0.82051064026,0.045860831434085085,-1.0094198218996882
