user,n_decisions,H_real,H_shuffle_mean,H_shuffle_std,z_marginal,H_window_real,H_window_shuffle_mean,H_window_shuffle_std,z_window
64,75,0.9043814577244937,0.9043814577244936,1.1102230246251565e-16,1.0,0.798061169783353,0.7411218992516897,0.04699685884758926,1.2115548129783997
65,75,0.9844268978000114,0.9844268978000114,0.0,0.0,0.8015685289321883,0.8297418225504881,0.045055577580289184,-0.6253009090405042
66,75,0.999871756640849,0.9998717566408488,2.220446049250313e-16,1.0,0.8289192499027422,0.843778046838801,0.04716099145378448,-0.3150654063458282
67,49,0.863120568566631,0.8631205685666306,4.440892098500626e-16,1.0,0.7247213619778685,0.7010173074907636,0.05839478187691572,0.40592761416710477
69,75,0.8554508105601306,0.8554508105601304,2.220446049250313e-16,1.0,0.6030987638406391,0.6925325151099375,0.0450909383137712,-1.9834085209529673
70,75,0.7478061583312325,0.7478061583312327,1.1102230246251565e-16,-1.0,0.5175392417801417,0.5818083456189094,0.040618525785790414,-1.5822608673122003
71,74,1.0,1.0,0.0,0.0,0.8514333463113805,0.8399115597591358,0.049209567229510254,0.2341371241593693
72,73,0.9770012394218561,0.9770012394218561,0.0,0.0,0.8320204428017387,0.8191423602413389,0.04711334545222117,0.27334256221434716
73,75,0.9895875212220556,0.9895875212220557,1.1102230246251565e-16,-1.0,0.8941427692903563,0.8323970337451958,0.0478942876811912,1.2892087665270564
74,50,0.9895875212220556,0.9895875212220557,1.1102230246251565e-16,-1.0,0.8372518058081692,0.8369177445185305,0.05780931111249632,0.005778676189179338
75,75,0.9709505944546686,0.9709505944546687,1.1102230246251565e-16,-1.0,0.7910464514856824,0.8137750809673316,0.045074995865755155,-0.5042403009717601
76,74,0.9867867202680318,0.9867867202680322,3.3306690738754696e-16,-1.0,0.6700365471777464,0.8301965855052332,0.04646530556025824,-3.446873670502054
77,75,0.931055823385033,0.9310558233850331,1.1102230246251565e-16,-1.0,0.8082291711197948,0.7693137383584155,0.046935598682275294,0.8291240306704597
78,74,0.9352691398683566,0.9352691398683567,1.1102230246251565e-16,-1.0,0.7461459552862234,0.7745005109190514,0.04875369510198769,-0.5815878278254225
80,75,0.8366407419411672,0.8366407419411672,0.0,0.0,0.681289491493402,0.6728177426747484,0.04420946216961118,0.19162750241456183
81,75,0.9844268978000114,0.9844268978000114,0.0,0.0,0.7941997345244535,0.8259335319558408,0.04662865304954053,-0.6805643173452139
82,75,0.993707106604508,0.9937071066045076,4.440892098500626e-16,1.0,0.8909894862515854,0.8347362285403983,0.049992238045891244,1.125239835423019
83,75,0.9782176659354247,0.9782176659354247,0.0,0.0,0.5820546089476275,0.8203946769397855,0.04619142484744256,-5.159833644000569
84,75,0.9844268978000114,0.9844268978000114,0.0,0.0,0.7938456584143893,0.8246818590216721,0.04804983893229873,-0.6417545051655733
85,25,0.9895875212220556,0.9895875212220557,1.1102230246251565e-16,-1.0,0.9116595231291194,0.8519360895283321,0.07684954672492596,0.7771475063419743
86,75,0.999871756640849,0.9998717566408488,2.220446049250313e-16,1.0,0.7016254941662853,0.8400290940774776,0.04946236710285234,-2.798159651829745
87,75,0.9182958340544896,0.9182958340544899,3.3306690738754696e-16,-1.0,0.8106743019384375,0.7572261560504631,0.04672150868321132,1.1439730307163691
88,75,0.9182958340544896,0.9182958340544899,3.3306690738754696e-16,-1.0,0.7461589347709519,0.7561389081162758,0.04612527187234528,-0.216366710486698
89,50,0.9426831892554922,0.9426831892554919,3.3306690738754696e-16,1.0,0.8735070076674617,0.7877540311487577,0.05636343966727044,1.5214290863887723
90,75,0.9967916319816366,0.9967916319816367,1.1102230246251565e-16,-1.0,0.763341654405064,0.8407785265577348,0.0461035279564765,-1.679630075723797
91,75,0.993707106604508,0.9937071066045076,4.440892098500626e-16,1.0,0.928862284668645,0.8370968349119638,0.04619254282668258,1.986585802409515
92,72,0.997772472089982,0.9977724720899822,2.220446049250313e-16,-1.0,0.7256250660365618,0.8416740579175153,0.047964288719474175,-2.4194873932079366
93,75,0.931055823385033,0.9310558233850331,1.1102230246251565e-16,-1.0,0.7840317331880116,0.7689839931398812,0.04497097287682277,0.3346100625696203
94,75,0.9626147059982517,0.962614705998252,3.3306690738754696e-16,-1.0,0.8355798920903484,0.8022018712727605,0.046870327665571886,0.7121354272525253
96,75,0.9844268978000114,0.9844268978000114,0.0,0.0,0.8699453313585735,0.8256803607488082,0.04709850868911701,0.939838050965583
97,75,0.999871756640849,0.9998717566408488,2.220446049250313e-16,1.0,0.901157487588027,0.841913528019469,0.04671100103320681,1.268308498172446
99,75,0.9844268978000114,0.9844268978000114,0.0,0.0,0.5757480428700852,0.8283152025388913,0.04426007521974796,-5.7064331322264845
100,25,0.9426831892554922,0.9426831892554919,3.3306690738754696e-16,1.0,0.703000124226582,0.8034742778959452,0.07935633627101954,-1.2661138151113933
