user,H_decision,H_change,p_up,p_change,p_up_mkt_up,p_down_mkt_down,p_repeat_success,p_change_fail,n_decisions,cluster
218,0.9037762882345832,0.9910760598382222,0.6805555555555556,0.4444444444444444,0.8787878787878788,0.4871794871794872,0.7352941176470589,0.6052631578947368,72,0
219,0.8708644692353644,0.8708644692353644,0.2916666666666667,0.2916666666666667,0.21052631578947367,0.4,0.4285714285714286,0.17647058823529413,24,0
220,0.9949848281859701,0.9798687566511528,0.5416666666666666,0.5833333333333334,0.7142857142857143,0.7,0.6666666666666667,0.7333333333333333,24,0
221,0.9886994082884974,0.77655578544446,0.5625,0.22916666666666666,0.7307692307692307,0.6363636363636364,0.8928571428571429,0.4,48,1
222,0.9582407282588408,0.9359407149555171,0.6197183098591549,0.352112676056338,0.46153846153846156,0.1875,0.4878048780487805,0.13333333333333333,71,0
223,0.954434002924965,0.9182958340544896,0.625,0.6666666666666666,0.5833333333333334,0.33333333333333337,0.3076923076923077,0.6363636363636364,24,0
224,0.964078764808229,0.9798687566511528,0.6111111111111112,0.4166666666666667,0.5428571428571428,0.32432432432432434,0.5151515151515151,0.358974358974359,72,0
226,0.8524051786494786,0.9798687566511528,0.7222222222222222,0.4166666666666667,0.7435897435897436,0.303030303030303,0.6216216216216216,0.45714285714285713,72,1
227,0.954434002924965,0.9182958340544896,0.625,0.3333333333333333,0.9772727272727273,0.9285714285714286,0.9787234042553191,0.92,72,0
228,0.9998568991526107,0.9883779727795041,0.5070422535211268,0.5633802816901409,0.2903225806451613,0.32499999999999996,0.2954545454545454,0.3333333333333333,71,0
230,0.9182958340544896,0.964078764808229,0.6666666666666666,0.3888888888888889,0.6585365853658537,0.32258064516129037,0.6216216216216216,0.4,72,0
231,0.9886994082884974,0.8708644692353644,0.4375,0.2916666666666667,0.46153846153846156,0.5909090909090908,0.72,0.30434782608695654,48,0
232,0.9987472979361685,0.9798687566511528,0.4791666666666667,0.4166666666666667,0.6296296296296297,0.7142857142857143,0.7307692307692308,0.5909090909090909,48,0
233,-0.0,0.10559103637519526,1.0,0.013888888888888888,1.0,0.0,1.0,0.043478260869565216,72,1
234,0.9315627684809642,0.954434002924965,0.6527777777777778,0.375,0.7297297297297297,0.4285714285714286,0.7272727272727273,0.46153846153846156,72,0
235,0.972552316568843,1.0,0.5972222222222222,0.5,0.7021276595744681,0.6,0.6304347826086957,0.7307692307692307,72,0
236,0.9949848281859701,0.972552316568843,0.5416666666666666,0.4027777777777778,0.6190476190476191,0.5666666666666667,0.6590909090909092,0.5,72,0
237,1.0,0.954434002924965,0.5,0.625,0.5,0.5,0.40816326530612246,0.6956521739130435,72,0
238,0.9929768866085174,0.9883779727795041,0.5492957746478874,0.5633802816901409,0.47368421052631576,0.36363636363636365,0.38095238095238093,0.4827586206896552,71,0
239,0.6500224216483541,0.8325582396745668,0.8333333333333334,0.2638888888888889,0.9142857142857143,0.2432432432432432,0.8928571428571429,0.36363636363636365,72,1
240,0.9860400318404434,0.9910760598382222,0.4305555555555556,0.5555555555555556,0.5142857142857142,0.6486486486486487,0.5277777777777778,0.6388888888888888,72,0
241,0.9860400318404434,0.954434002924965,0.5694444444444444,0.375,0.5,0.2727272727272727,0.5476190476190477,0.26666666666666666,72,0
242,0.999443333090299,0.9798687566511528,0.5138888888888888,0.4166666666666667,0.725,0.75,0.8285714285714285,0.6486486486486487,72,0
244,0.9557589912150009,0.9742408334889758,0.6231884057971014,0.5942028985507246,0.6470588235294118,0.4,0.4390243902439024,0.6428571428571429,69,0
245,0.9886994082884974,1.0,0.4375,0.5,0.5217391304347826,0.64,0.5833333333333333,0.5833333333333334,48,0
246,0.9987472979361685,0.8426578772022391,0.4791666666666667,0.7291666666666666,0.41935483870967744,0.4117647058823529,0.17391304347826086,0.64,48,0
247,0.9315627684809642,0.999443333090299,0.6527777777777778,0.4861111111111111,0.7555555555555555,0.5185185185185186,0.6382978723404256,0.72,72,0
248,0.997772472089982,0.9798687566511528,0.5277777777777778,0.4166666666666667,0.5348837209302325,0.48275862068965514,0.5777777777777777,0.4074074074074074,72,0
249,0.8879763195151349,0.997772472089982,0.6944444444444444,0.5277777777777778,0.8085106382978723,0.52,0.6666666666666667,0.7575757575757576,72,0
250,0.943601631299382,0.9860400318404434,0.6388888888888888,0.4305555555555556,0.7631578947368421,0.5,0.6744186046511628,0.5862068965517241,72,0
251,0.9182958340544896,0.9798687566511528,0.6666666666666666,0.5833333333333334,0.5625,0.125,0.30000000000000004,0.5,24,0
252,0.9949848281859701,0.8879763195151349,0.4583333333333333,0.6944444444444444,0.5714285714285714,0.6136363636363636,0.41025641025641024,0.8181818181818182,72,0
254,0.999443333090299,0.8879763195151349,0.4861111111111111,0.6944444444444444,0.4883720930232558,0.5172413793103448,0.3055555555555556,0.6944444444444444,72,0
255,0.972552316568843,0.9949848281859701,0.5972222222222222,0.5416666666666666,0.5681818181818182,0.3571428571428571,0.4473684210526315,0.5294117647058824,72,0
256,0.8426578772022391,0.8960382325345574,0.7291666666666666,0.3125,0.8148148148148148,0.38095238095238093,0.8571428571428572,0.4444444444444444,48,1
257,0.9182958340544896,0.9860400318404434,0.6666666666666666,0.4305555555555556,0.8148148148148148,0.7777777777777778,0.8,0.8148148148148148,72,0
258,0.9798687566511528,1.0,0.5833333333333334,0.5,0.68,0.5217391304347826,0.6,0.6086956521739131,48,0
259,0.997772472089982,0.9910760598382222,0.5277777777777778,0.4444444444444444,0.8717948717948718,0.8787878787878788,0.8780487804878049,0.8709677419354839,72,0
260,0.964078764808229,0.8879763195151349,0.6111111111111112,0.3055555555555556,0.8222222222222222,0.7407407407407407,0.926829268292683,0.6129032258064516,72,0
261,0.9477073729342065,0.9998568991526107,0.6338028169014085,0.5070422535211268,0.8205128205128205,0.59375,0.6744186046511628,0.7857142857142857,71,0
262,0.9998568991526107,0.9883779727795041,0.5070422535211268,0.43661971830985913,0.4634146341463415,0.43333333333333335,0.5142857142857142,0.3888888888888889,71,0
263,0.9086185980409245,0.9929768866085174,0.676056338028169,0.4507042253521127,0.8,0.4838709677419355,0.7027027027027026,0.6176470588235294,71,0
264,0.972552316568843,0.9910760598382222,0.5972222222222222,0.4444444444444444,0.8181818181818182,0.75,0.7659574468085106,0.84,72,0
265,0.9929768866085174,0.9964196342978481,0.4507042253521127,0.4647887323943662,0.6333333333333333,0.6829268292682926,0.6944444444444444,0.6285714285714286,71,0
266,0.9675594819018212,0.9359407149555171,0.6056338028169014,0.352112676056338,0.6363636363636364,0.4444444444444444,0.7272727272727273,0.42105263157894735,71,0
267,0.943601631299382,0.999443333090299,0.6388888888888888,0.4861111111111111,0.7727272727272727,0.5714285714285714,0.7419354838709677,0.6585365853658537,72,0
268,0.9910760598382222,0.999443333090299,0.5555555555555556,0.5138888888888888,0.6410256410256411,0.5454545454545454,0.59375,0.6,72,0
269,0.8879763195151349,0.7885131605379785,0.6944444444444444,0.2361111111111111,0.7027027027027027,0.3142857142857143,0.8125,0.275,72,1
270,0.9684610087601622,0.954434002924965,0.6041666666666666,0.375,0.8076923076923077,0.6363636363636364,0.8148148148148149,0.6190476190476191,48,0
271,0.997772472089982,0.9910760598382222,0.5277777777777778,0.5555555555555556,0.5833333333333334,0.5277777777777778,0.5,0.6052631578947368,72,0
272,1.0,0.9182958340544896,0.5,0.6666666666666666,0.48148148148148145,0.47619047619047616,0.33333333333333337,0.6666666666666666,48,0
273,0.7382848661434506,0.9182958340544896,0.20833333333333334,0.3333333333333333,0.3076923076923077,0.9090909090909091,0.8,0.42857142857142855,24,0
274,0.9905577004075261,0.9946937953613058,0.5571428571428572,0.45714285714285713,0.6818181818181818,0.6538461538461539,0.6666666666666667,0.68,70,0
275,0.9402859586706311,0.9994110647387552,0.6428571428571429,0.5142857142857142,0.6111111111111112,0.32352941176470584,0.46341463414634143,0.4827586206896552,70,0
276,0.972552316568843,0.999443333090299,0.5972222222222222,0.4861111111111111,0.6410256410256411,0.4545454545454546,0.5714285714285714,0.5405405405405406,72,0
277,0.8708644692353644,0.9798687566511528,0.7083333333333334,0.4166666666666667,0.8333333333333334,0.41666666666666663,0.6923076923076923,0.5454545454545454,24,1
278,0.954434002924965,0.997772472089982,0.625,0.4722222222222222,0.6153846153846154,0.36363636363636365,0.5227272727272727,0.4642857142857143,72,0
279,0.9798687566511528,1.0,0.5833333333333334,0.5,0.64,0.4782608695652174,0.5714285714285714,0.5555555555555556,48,0
280,0.999443333090299,0.9949848281859701,0.5138888888888888,0.4583333333333333,0.6585365853658537,0.6774193548387097,0.6923076923076923,0.6363636363636364,72,0
281,0.7045767128725936,0.9440870182837794,0.8085106382978723,0.3617021276595745,0.9047619047619048,0.2692307692307693,0.736842105263158,0.42857142857142855,47,1
282,0.9883779727795041,0.9756797868933085,0.5633802816901409,0.4084507042253521,0.6046511627906976,0.5,0.641025641025641,0.46875,71,0
283,0.9684610087601622,0.9949848281859701,0.6041666666666666,0.5416666666666666,0.64,0.4347826086956522,0.5,0.5666666666666667,48,0
284,0.997772472089982,0.9910760598382222,0.5277777777777778,0.5555555555555556,0.59375,0.525,0.5,0.5952380952380952,72,0
285,0.7885131605379785,0.8524051786494786,0.7638888888888888,0.2777777777777778,0.9024390243902439,0.4193548387096774,0.8,0.45454545454545453,72,1
286,0.9860400318404434,0.9798687566511528,0.5694444444444444,0.4166666666666667,0.8372093023255814,0.8275862068965517,0.8571428571428572,0.8,72,0
287,0.8380078505079931,0.9756797868933085,0.7323943661971831,0.4084507042253521,0.7567567567567568,0.2941176470588235,0.6285714285714286,0.4444444444444444,71,1
288,0.9582407282588408,0.9477073729342065,0.6197183098591549,0.36619718309859156,0.7804878048780488,0.6,0.8,0.5806451612903226,71,0
289,0.9910760598382222,0.972552316568843,0.5555555555555556,0.4027777777777778,0.5227272727272727,0.3928571428571429,0.5609756097560976,0.3548387096774194,72,0
290,0.954434002924965,0.997772472089982,0.625,0.4722222222222222,0.723404255319149,0.56,0.675,0.65625,72,0
291,0.999443333090299,0.9860400318404434,0.5138888888888888,0.4305555555555556,0.5128205128205128,0.48484848484848486,0.5609756097560976,0.41935483870967744,72,0
292,0.8325582396745668,0.8708644692353644,0.7361111111111112,0.2916666666666667,0.8367346938775511,0.4782608695652174,0.8780487804878049,0.5161290322580645,72,1
293,0.999443333090299,0.943601631299382,0.5138888888888888,0.3611111111111111,0.4857142857142857,0.45945945945945943,0.6052631578947368,0.3235294117647059,72,0
294,0.964078764808229,0.9910760598382222,0.6111111111111112,0.4444444444444444,0.7906976744186046,0.6551724137931034,0.8387096774193549,0.6585365853658537,72,0
296,0.964078764808229,0.9037762882345832,0.6111111111111112,0.3194444444444444,0.7446808510638298,0.64,0.8181818181818181,0.5357142857142857,72,0
297,0.8708644692353644,0.9860400318404434,0.7083333333333334,0.4305555555555556,0.8695652173913043,0.5769230769230769,0.7857142857142857,0.7333333333333333,72,0
298,0.9756797868933085,0.9929768866085174,0.5915492957746479,0.4507042253521127,0.7804878048780488,0.6666666666666667,0.7777777777777778,0.6857142857142857,71,0
299,0.8879763195151349,0.997772472089982,0.6944444444444444,0.4722222222222222,0.9302325581395349,0.6551724137931034,0.9032258064516129,0.7560975609756098,72,0
300,1.0,0.5032583347756457,0.5,0.8888888888888888,0.5238095238095238,0.5333333333333333,0.06666666666666665,0.8571428571428571,72,0
301,0.972552316568843,0.954434002924965,0.5972222222222222,0.375,0.6410256410256411,0.4545454545454546,0.6857142857142857,0.43243243243243246,72,0
302,0.9949848281859701,0.999443333090299,0.5416666666666666,0.5138888888888888,0.78125,0.65,0.7058823529411764,0.7105263157894737,72,0
303,0.8879763195151349,0.997772472089982,0.6944444444444444,0.4722222222222222,0.7115384615384616,0.35,0.6190476190476191,0.6,72,0
304,0.9949848281859701,0.999443333090299,0.5416666666666666,0.4861111111111111,0.625,0.5625,0.6052631578947368,0.5882352941176471,72,0
305,0.9798687566511528,0.8879763195151349,0.5833333333333334,0.3055555555555556,0.7560975609756098,0.6451612903225806,0.8918918918918919,0.5142857142857142,72,0
306,0.9860400318404434,0.9798687566511528,0.5694444444444444,0.4166666666666667,0.9166666666666666,0.7777777777777778,0.8974358974358975,0.7878787878787878,72,0
307,0.6500224216483541,0.7885131605379785,0.8333333333333334,0.2361111111111111,0.9047619047619048,0.2666666666666667,0.8717948717948718,0.36363636363636365,72,1
308,0.9182958340544896,0.8708644692353644,0.6666666666666666,0.2916666666666667,0.5384615384615384,0.18181818181818177,0.5833333333333333,0.16666666666666666,24,1
