id,series,index,round,date,price,diff,result,expert
822,28,DAX,12,2007-03-19,6671.41,1.39,1,-1
823,28,DAX,13,2007-03-20,6700.29,0.43,1,1
824,28,DAX,14,2007-03-21,6712.06,0.18,1,-1
825,28,DAX,15,2007-03-22,6856.96,2.16,1,1
826,28,DAX,16,2007-03-23,6899.06,0.61,1,1
827,28,DAX,17,2007-03-26,6828.82,-1.02,-1,-1
828,28,DAX,18,2007-03-27,6858.34,0.43,1,1
829,28,DAX,19,2007-03-28,6816.89,-0.6,-1,-1
830,28,DAX,20,2007-03-29,6897.08,1.18,1,1
831,28,DAX,21,2007-03-30,6917.03,0.29,1,1
832,28,DAX,22,2007-04-02,6937.17,0.29,1,-1
833,28,DAX,23,2007-04-03,7045.56,1.56,1,-1
834,28,DAX,24,2007-04-04,7073.91,0.4,1,1
835,28,DAX,25,2007-04-05,7099.91,0.37,1,1
836,28,DAX,26,2007-04-10,7166.67,0.94,1,1
837,28,DAX,27,2007-04-11,7152.83,-0.19,-1,1
838,28,DAX,28,2007-04-12,7142.95,-0.14,-1,-1
839,28,DAX,29,2007-04-13,7212.07,0.97,1,1
840,28,DAX,30,2007-04-16,7338.06,1.75,1,1
841,29,DAX,1,2007-04-20,7342.54,1.38,1,1
842,29,DAX,2,2007-04-23,7335.62,-0.09,-1,1
843,29,DAX,3,2007-04-24,7270.32,-0.89,-1,-1
844,29,DAX,4,2007-04-25,7343.08,1.0,1,1
845,29,DAX,5,2007-04-26,7387.02,0.6,1,-1
846,29,DAX,6,2007-04-27,7378.12,-0.12,-1,1
847,29,DAX,7,2007-04-30,7408.87,0.42,1,1
848,29,DAX,8,2007-05-02,7455.93,0.64,1,1
849,29,DAX,9,2007-05-03,7476.69,0.28,1,1
850,29,DAX,10,2007-05-04,7516.76,0.54,1,-1
851,29,DAX,11,2007-05-07,7525.69,0.12,1,1
852,29,DAX,12,2007-05-08,7442.2,-1.11,-1,-1
853,29,DAX,13,2007-05-09,7475.99,0.45,1,1
854,29,DAX,14,2007-05-10,7415.33,-0.81,-1,-1
855,29,DAX,15,2007-05-11,7479.34,0.86,1,1
856,29,DAX,16,2007-05-14,7459.61,-0.26,-1,-1
857,29,DAX,17,2007-05-15,7505.35,0.61,1,-1
858,29,DAX,18,2007-05-16,7481.25,-0.32,-1,-1
859,29,DAX,19,2007-05-17,7499.5,0.24,1,-1
860,29,DAX,20,2007-05-18,7607.54,1.44,1,-1
861,29,DAX,21,2007-05-21,7619.31,0.15,1,-1
862,29,DAX,22,2007-05-22,7659.39,0.53,1,-1
863,29,DAX,23,2007-05-23,7735.88,1.0,1,-1
864,29,DAX,24,2007-05-24,7697.38,-0.5,-1,-1
865,29,DAX,25,2007-05-25,7739.2,0.54,1,1
866,29,DAX,26,2007-05-29,7781.04,0.54,1,-1
867,29,DAX,27,2007-05-30,7764.97,-0.21,-1,-1
868,29,DAX,28,2007-05-31,7883.04,1.52,1,1
869,29,DAX,29,2007-06-01,7987.85,1.33,1,1
870,29,DAX,30,2007-06-04,7976.79,-0.14,-1,-1
871,30,DJI,1,2007-03-16,12110.4,-0.41,-1,-1
872,30,DJI,2,2007-03-19,12226.2,0.96,1,-1
873,30,DJI,3,2007-03-20,12288.1,0.51,1,-1
874,30,DJI,4,2007-03-21,12447.5,1.3,1,-1
875,30,DJI,5,2007-03-22,12461.1,0.11,1,1
876,30,DJI,6,2007-03-23,12481.0,0.16,1,-1
877,30,DJI,7,2007-03-26,12469.1,-0.1,-1,1
878,30,DJI,8,2007-03-27,12397.3,-0.58,-1,-1
879,30,DJI,9,2007-03-28,12300.4,-0.78,-1,1
880,30,DJI,10,2007-03-29,12348.8,0.39,1,1
881,30,DJI,11,2007-03-30,12354.3,0.05,1,-1
882,30,DJI,12,2007-04-02,12382.3,0.23,1,-1
883,30,DJI,13,2007-04-03,12510.3,1.03,1,-1
884,30,DJI,14,2007-04-04,12530.0,0.16,1,1
885,30,DJI,15,2007-04-05,12560.2,0.24,1,-1
886,30,DJI,16,2007-04-09,12569.1,0.07,1,1
887,30,DJI,17,2007-04-10,12573.8,0.04,1,-1
888,30,DJI,18,2007-04-11,12484.6,-0.71,-1,-1
889,30,DJI,19,2007-04-12,12553.0,0.55,1,1
890,30,DJI,20,2007-04-13,12612.1,0.47,1,-1
891,30,DJI,21,2007-04-16,12720.5,0.86,1,-1
892,30,DJI,22,2007-04-17,12773.0,0.41,1,-1
893,30,DJI,23,2007-04-18,12803.8,0.24,1,1
894,30,DJI,24,2007-04-19,12808.6,0.04,1,1
895,30,DJI,25,2007-04-20,12962.0,1.2,1,-1
896,30,DJI,26,2007-04-23,12919.4,-0.33,-1,1
897,30,DJI,27,2007-04-24,12953.9,0.27,1,1
898,30,DJI,28,2007-04-25,13089.9,1.05,1,1
899,30,DJI,29,2007-04-26,13105.5,0.12,1,1
900,30,DJI,30,2007-04-27,13120.9,0.12,1,1
