User_ID,phenotype_kmeans,phi_star,n,match_rate_real,match_rate_shuffled,match_rate_delta,H_Dphi_real,H_Dphi_shuffled,H_Dphi_delta,I_Dphi;g_real,I_Dphi;g_shuffled,I_Dphi;g_delta,I_Dphi;TS_quad_real,I_Dphi;TS_quad_shuffled,I_Dphi;TS_quad_delta
470,Undefined,Trustful,17,0.47058823529411764,0.47058823529411786,-2.220446049250313e-16,1.0399347534540846,1.0399347534540841,4.440892098500626e-16,0.16235063207191325,0.16039158453492058,0.001959047536992664,0.06766589828151237,0.09233358601032245,-0.024667687728810075
471,Pessimist,Pessimist,17,0.5294117647058824,0.5235294117647059,0.00588235294117645,1.0399347534540846,0.9887579936199009,0.05117675983418368,0.3438727201333698,0.1594299820738867,0.18444273805948308,0.15298374967239736,0.06820570737327981,0.08477804229911755
472,Pessimist,Pessimist,17,0.5882352941176471,0.4647058823529413,0.12352941176470578,1.019850024613141,0.9895138670860202,0.03033615752712082,0.29400931913498085,0.15684675447544866,0.1371625646595322,0.24372973253066643,0.07925062624299986,0.16447910628766657
474,Envious,Envious,17,1.0,0.8941176470588231,0.10588235294117687,0.0,0.508492423459719,-0.508492423459719,0.0,0.17462373996429972,-0.17462373996429972,0.0,0.14768282991079465,-0.14768282991079465
475,Envious,Envious,17,0.9411764705882353,0.5882352941176472,0.3529411764705881,0.3651891659823677,0.9990120144731732,-0.6338228484908055,0.1318679884364258,0.2406093122700561,-0.1087413238336303,0.06696192680347046,0.13902270904441383,-0.07206078224094337
476,Envious,Envious,17,0.9411764705882353,0.6941176470588235,0.24705882352941178,0.3651891659823677,0.9021945667396819,-0.5370054007573142,0.1318679884364258,0.19726457826626986,-0.06539658982984406,0.1318679884364258,0.15198434400163022,-0.020116355565204413
477,Pessimist,Pessimist,17,0.5882352941176471,0.48823529411764705,0.10000000000000003,1.019850024613141,0.995951203207714,0.023898821405426984,0.2770008476693998,0.18657457434289254,0.09042627332650727,0.12669752049623972,0.06383042653007334,0.06286709396616638
478,Envious,Envious,17,0.8823529411764706,0.49411764705882355,0.388235294117647,0.5649915816219103,1.0176037487739336,-0.45261216715202324,0.3316704040759684,0.06844090874675121,0.26322949532921713,0.12718599098138306,0.0009009378161822842,0.12628505316520078
479,Undefined,Envious,15,0.7333333333333333,0.6400000000000001,0.09333333333333316,0.884730576637466,0.9787474733969173,-0.09401689675945124,0.438876740722433,0.3110794692791744,0.1277972714432586,0.35586924086666427,0.07539090227248937,0.2804783385941749
480,Pessimist,Pessimist,14,0.8571428571428571,0.5785714285714286,0.27857142857142847,0.6431976014712191,1.0184368238030004,-0.3752392223317813,0.20051313411033106,0.2472867120745781,-0.046773577964247054,0.20051313411033106,0.19201548862731166,0.0084976454830194
