User_ID,shuffled_accuracy
309,0.6111111111111112
310,0.6111111111111112
311,0.6111111111111112
312,0.5555555555555556
313,0.625
314,0.6875
315,0.5
316,0.6875
317,0.6875
318,0.625
319,0.5555555555555556
320,0.5625
321,0.625
322,0.625
323,0.625
324,0.625
325,0.6875
326,0.6428571428571429
327,0.625
328,0.6875
329,0.5555555555555556
330,0.6666666666666666
331,0.6666666666666666
332,0.6111111111111112
333,0.6111111111111112
334,0.7222222222222222
335,0.6666666666666666
336,0.7222222222222222
337,0.6666666666666666
338,0.7777777777777778
339,0.6111111111111112
340,0.6470588235294118
341,0.7333333333333333
342,0.38461538461538464
343,0.7333333333333333
344,0.8
345,0.7333333333333333
346,0.7333333333333333
347,0.8
348,0.4666666666666667
349,0.6666666666666666
350,0.6
351,0.4666666666666667
352,0.6666666666666666
353,0.8
354,0.8
355,0.8666666666666667
356,0.7333333333333333
357,0.6
358,0.5333333333333333
359,0.5333333333333333
360,0.875
361,0.75
362,0.875
363,0.5625
365,0.625
366,0.5625
367,0.6875
368,0.625
369,0.625
370,0.875
371,0.625
372,0.875
373,0.75
374,0.4375
375,0.75
376,0.25
377,0.875
378,0.875
379,0.6111111111111112
380,0.4444444444444444
381,0.6666666666666666
382,0.6111111111111112
383,0.6666666666666666
384,0.7777777777777778
385,0.5555555555555556
387,0.7222222222222222
388,0.9444444444444444
389,0.7777777777777778
390,0.7222222222222222
391,0.7222222222222222
392,0.6111111111111112
393,0.7222222222222222
394,0.5882352941176471
395,0.6666666666666666
396,0.8
397,0.7333333333333333
398,0.5333333333333333
399,0.7333333333333333
400,0.6666666666666666
401,0.7333333333333333
402,0.5333333333333333
403,0.3333333333333333
404,0.6
405,0.4666666666666667
406,0.5333333333333333
407,0.7333333333333333
408,0.7333333333333333
409,0.7333333333333333
410,0.6
411,0.5714285714285714
412,0.5625
413,0.625
414,0.625
415,0.625
416,0.6875
417,0.6153846153846154
418,0.75
419,0.75
420,0.375
421,0.6875
422,0.8125
423,0.6875
424,0.5625
425,0.625
426,0.6111111111111112
427,0.5
428,0.6111111111111112
429,0.7222222222222222
431,0.4444444444444444
432,0.8333333333333334
434,0.625
435,0.5625
436,0.8125
437,0.8125
438,0.75
439,1.0
440,0.6
441,0.6
442,0.6
443,0.6
444,0.9333333333333333
445,0.6666666666666666
446,0.5333333333333333
447,0.8666666666666667
448,0.8
449,0.3333333333333333
450,0.6
452,0.6
453,0.8666666666666667
454,0.6666666666666666
455,0.5333333333333333
456,0.7333333333333333
457,0.5333333333333333
458,0.6666666666666666
459,0.6666666666666666
460,1.0
461,0.6666666666666666
462,0.5333333333333333
463,0.6666666666666666
464,0.6
465,0.5333333333333333
466,0.6
