w_R,w_Trustful,w_Optimist,w_Pessimist,w_Envious,log_lik,cross_ent,accuracy,n,User_ID,phenotype_composition
3.0270467364838642e-09,0.20088798470061256,0.4661881613107768,0.173919990975462,0.15900385998610192,-9.70407458587926,0.7777789045258128,0.7222222222222222,18,96,Optimist
0.0,0.38992208377452586,0.17728408613446994,1.1906670604306377e-16,0.43279383009100414,-9.393116553083887,0.7528557038681198,0.7222222222222222,18,97,Envious
0.0,0.11111078837185827,0.0,0.13888911299765802,0.7500000986304837,-7.638170020542708,0.6121972227835398,0.8333333333333334,18,98,Envious
0.7142857539663104,0.0,0.14285712624997052,0.14285711978371912,0.0,-11.897180578656954,0.9535557456327153,0.6111111111111112,18,99,Undefined
2.1396773242076788e-13,1.624533840781884e-12,0.0,0.0,0.9999999999981615,-1.7999999499925237e-08,1.4426950008081088e-09,1.0,18,100,Envious
1.4066485895247602e-09,0.36356614657381897,6.292987583400993e-19,0.23638680827337252,0.40004704374615996,-10.575357990204976,0.8476120293385664,0.6666666666666666,18,101,Envious
0.0,0.36363574569799106,0.036364055175944245,0.0,0.6000001991260648,-10.575357849971091,0.8476120180988592,0.6666666666666666,18,102,Envious
4.050914197201081e-15,0.0,0.20000000516525385,2.7631514163059995e-16,0.7999999948347418,-2.50201213069094,0.20053558295510268,0.9444444444444444,18,103,Envious
0.0,5.003087802803627e-15,1.0521595468482244e-15,0.24999401773751873,0.7500059822624752,-2.2493405918569698,0.19088897159660567,0.9411764705882353,17,104,Envious
1.4050988815524137e-09,0.20536167486195184,0.05460334571933761,0.05460317198769237,0.6854318060259194,-7.003218707217322,0.5943240528919558,0.8235294117647058,17,105,Envious
1.2496982496220386e-09,0.24690773861470008,0.007609749588698999,0.42494686414172955,0.3205356464051731,-8.65816796150185,0.7347703518377896,0.7647058823529411,17,106,Pessimist
0.7058823919736591,0.0,0.0,3.8276131396341225e-15,0.29411760802633724,-11.037222032805374,0.9366673818775716,0.6470588235294118,17,107,Undefined
0.28571416243841863,0.3571429148256355,0.3571429227359447,1.1805945218830438e-16,1.1144954588111072e-15,-9.802286033618428,0.8318652617692031,0.6470588235294118,17,108,Undefined
0.5000003432462053,0.14999970077537875,7.106521724168854e-17,0.2666662671672607,0.08333368881115515,-10.888999753454764,0.9240885849735491,0.6470588235294118,17,109,Undefined
5.928141248269428e-17,0.0,0.21654055856239598,0.35036764621552297,0.4330917952220811,-5.660533539370638,0.48037786270798066,0.8823529411764706,17,110,Envious
0.5454545580050042,7.421132407014382e-15,0.22727272219765157,0.22727271979733674,0.0,-10.604361884698754,0.8999329589909902,0.6470588235294118,17,111,Undefined
9.822284311669404e-10,0.37502089050906645,0.196404626128602,1.6628963393641728e-18,0.42857448238010315,-10.072862647748842,0.8548275876154663,0.6470588235294118,17,112,Envious
2.3207690425593476e-09,0.2596339125100484,0.02487884837317242,4.558293813438954e-15,0.7154872367960056,-6.438226103707536,0.5463762865847491,0.8235294117647058,17,113,Envious
4.159895376843508e-10,0.6247383564174701,1.3448499343154675e-14,9.556917305126483e-23,0.3752616431665268,-10.585014147767787,0.8982910246308297,0.6470588235294118,17,114,Trustful
3.177345218092394e-15,0.0,0.29653504911610373,0.13564212168631037,0.5678228291975826,-3.7529951930223837,0.3184957384384418,0.8823529411764706,17,115,Envious
6.583624814367318e-18,2.8856819723852747e-16,0.5352326810826075,0.14932582392430185,0.31544149499309043,-7.573236576412149,0.6426982854275717,0.7647058823529411,17,116,Optimist
2.2105397808802913e-16,0.44444444409308,0.555555555906919,0.0,9.05774217728151e-16,-6.182654197375911,0.5246873264756212,0.7647058823529411,17,117,Optimist
0.5000006250163107,8.051680979586359e-16,0.4166671451007511,0.08333222988293731,0.0,-10.227308671618534,0.8679345589520442,0.7058823529411765,17,118,Undefined
2.029162226216375e-20,0.42856004242966367,0.57143995660198,2.3285663022829267e-19,9.683563677763624e-10,-4.780356742496583,0.4056821744752906,0.8235294117647058,17,119,Optimist
2.195795910887929e-09,0.12462722433764498,0.0004628993407095057,7.549588655249705e-21,0.8749098741258496,-6.028327968807015,0.5115905214970659,0.8823529411764706,17,120,Envious
3.2500969239237214e-15,0.23076924084290082,0.0,0.0,0.769230759157096,-7.022653855055195,0.5959734053275231,0.8235294117647058,17,121,Envious
1.606768430057562e-09,0.19974166245638098,0.05153967599210499,3.700052928515589e-14,0.7487186599447087,-7.253384376905527,0.6155542158954758,0.8235294117647058,17,122,Envious
0.31859622354422246,0.32348151362629923,0.18263942122861732,0.1752828416008608,9.43990955841928e-17,-10.088127172235778,0.8561230025436328,0.7058823529411765,17,123,Undefined
4.09594786857196e-17,0.4545508964522668,0.0,0.21212004955421837,0.3333290539935148,-9.48864413190824,0.8052482255214224,0.6470588235294118,17,124,Trustful
4.833090626153021e-10,0.5000534559907444,0.299939518062282,2.7093505973989678e-24,0.2000070254636646,-9.433483983213014,0.8005670918168754,0.6470588235294118,17,125,Trustful
0.0,0.6666664388739617,0.3333334635887473,9.753729082653618e-08,0.0,-5.728627519654062,0.4861566184532329,0.8235294117647058,17,126,Trustful
0.4000009244341755,0.3833328854766887,0.21666619008913549,0.0,3.5649922684038993e-16,-10.652331309592592,0.9040038561326746,0.6470588235294118,17,127,Undefined
0.9999999999998017,0.0,8.890110869685826e-14,8.806844142838941e-14,2.134403764841836e-14,-11.783502069519662,1.0000000000000502,0.4117647058823529,17,128,Undefined
0.6666666382044981,0.2666665557994706,4.497469552006574e-16,0.0,0.06666680599603088,-8.63965917497733,0.9587994959008176,0.6153846153846154,13,129,Undefined
3.134405005596086e-09,0.5000125808360278,0.49998741602956714,0.0,8.905242700807762e-17,-6.931471813467398,0.7692307701039266,0.6153846153846154,13,130,Trustful
2.1675504861341029e-16,0.6666668164538176,0.3333331804926272,3.053554824635879e-09,1.3765406395560135e-16,-5.728627518180554,0.635743270121472,0.7692307692307693,13,131,Trustful
0.0,0.0,9.217626661949513e-14,0.0,0.9999999999999079,-1.2999999638834896e-08,1.4426950008081094e-09,1.0,13,132,Envious
0.0,0.7469458597357177,0.12652475639929472,2.1931981256986264e-15,0.12652938386498538,-6.727112327870601,0.7465516611478406,0.7692307692307693,13,133,Trustful
2.9226621123256615e-14,6.464273560879835e-14,0.5000000596045979,0.4999999403953083,0.0,-2.7725887312398094,0.3076923086910997,0.8461538461538461,13,134,Optimist
0.0,6.503011181284503e-15,5.987150685856022e-15,0.16666677829640772,0.8333332217035798,-2.7033672631981043,0.24375840901984214,0.9375,16,135,Envious
0.16666610522906342,0.0,0.0,0.1666685256332173,0.6666653691377193,-5.6913723751822145,0.5131821688454888,0.875,16,136,Envious
0.22222199085148986,0.4603177646352362,0.3174602445132736,1.1269603956628973e-16,0.0,-7.919845595491706,0.7141201228263865,0.75,16,137,Trustful
0.25000014456795105,2.1436083024730865e-14,7.381559882460892e-15,5.1924439312452955e-15,0.749999855432015,-6.028322580103625,0.5435644431996538,0.875,16,138,Envious
0.0,0.0,5.6371574075328906e-14,1.8177126470671049e-13,0.999999999999762,-1.5999999555489098e-08,1.4426950008081088e-09,1.0,16,139,Envious
1.0354397820819436e-16,4.585752678400449e-16,0.15151525793436724,0.3181817545897258,0.5303029874759064,-6.6178299051091525,0.5967193990967283,0.8125,16,140,Envious
4.808071181572395e-17,0.0,0.20000021508616406,0.200000220066762,0.5999995648470738,-5.004024242383358,0.42466358582203667,0.8823529411764706,17,141,Envious
0.09030353577412173,0.15484893567741587,0.22857436105597112,1.958699342209236e-15,0.5262731674924893,-9.784380968489602,0.8303457589063707,0.7058823529411765,17,142,Envious
0.33333463773024763,0.37878705323975803,0.28787830902999434,0.0,2.6183482465524938e-17,-10.282468876450928,0.8726156974206392,0.6470588235294118,17,143,Undefined
0.0,1.974199082899998e-14,4.762062636048608e-15,0.20000003429794833,0.7999999657020272,-2.502012129690964,0.21233179363230514,0.9411764705882353,17,144,Envious
0.1111143617804255,0.11111422473641488,0.2592571378277202,0.25925713782771986,0.25925713782771964,-2.703367253682908,0.6500224217649914,0.8333333333333334,6,145,Undefined
2.1485353914108255e-14,0.28570584992910025,0.46432176263046,2.263441535515169e-09,0.24997238517697673,-6.437227712962578,0.5462915587390657,0.8235294117647058,17,146,Optimist
0.17862796653362253,0.5470501355420003,4.0901865770194547e-16,0.030304559708342116,0.24401733821603452,-9.119842017832614,0.9397964894869935,0.6428571428571429,14,147,Trustful
1.3810346704325253e-16,0.4208306394928779,0.07149408582216013,0.5076752746849619,0.0,-7.545724858514488,0.6403635196053781,0.7058823529411765,17,148,Pessimist
0.35294138596261776,0.0,1.6455360717920697e-16,3.107374248320291e-16,0.6470586140373817,-7.921987368338366,0.6722948170756924,0.8235294117647058,17,149,Envious
0.5714287252061807,0.285711744546411,0.14285953024740802,1.367449990047342e-16,0.0,-8.968243853086992,0.9241743523093953,0.6428571428571429,14,150,Undefined
0.9999999999999372,0.0,1.0574874309554337e-14,0.0,5.226374888422786e-14,-11.090354888959334,1.0000000000000189,0.375,16,151,Undefined
3.860800568132577e-14,7.674416657718602e-13,0.0,0.0,0.999999999999194,-1.6999999527707167e-08,1.4426950008081088e-09,1.0,17,152,Envious
0.5333329399736152,5.163748639258906e-15,5.970877970247174e-15,0.3999996208256932,0.06666743920068038,-10.608270076159721,0.8502499239603565,0.7222222222222222,18,153,Undefined
4.752903204638818e-15,0.0,0.42857671508197753,0.5714232849180179,0.0,-4.780356744302718,0.38314427603809126,0.8333333333333334,18,154,Pessimist
0.22222282807330143,5.267474621089081e-14,0.7777771719266457,0.0,0.0,-6.278977725182936,0.5032583347763159,0.8888888888888888,18,155,Optimist
0.4444444331911479,8.91986679830979e-16,0.0,6.662227532345544e-16,0.5555555668088504,-9.534711583037799,0.7642045065086217,0.7777777777777778,18,156,Envious
4.253824695938961e-17,0.2537784444350603,0.2957232782774812,0.2462208849036796,0.2042773923837788,-7.660285007393924,0.6139697328868494,0.7777777777777778,18,157,Undefined
0.0,0.0,2.1385671011834909e-13,1.2143064331833578e-13,0.9999999999996647,-1.6999999527707167e-08,1.4426950008081088e-09,1.0,17,158,Envious
1.0,0.0,0.0,0.0,0.0,-12.476649250079015,1.0,0.6666666666666666,18,159,Undefined
0.2500048589761991,0.7499951410236947,0.0,1.0634445797920932e-13,0.0,-6.028322580535553,0.5435644432386001,0.875,16,160,Trustful
0.0,0.3622914532899837,0.041676990919171604,0.1920629754974519,0.4039685802933928,-7.941665520695328,0.7160875914441261,0.75,16,161,Envious
0.5333359669598183,0.46666403304018017,0.0,0.0,1.477889533842137e-15,-8.69872757133802,0.8366407419475639,0.7333333333333333,15,162,Undefined
1.988077430656872e-09,0.42586812094163823,0.0710511346472424,0.17357456199924715,0.3295061804237948,-9.531855184226085,0.808915306162043,0.6470588235294118,17,163,Trustful
0.0,0.228973159676925,0.1710307153919221,0.05551079534122531,0.5444853295899277,-7.845421018621404,0.6288083331806189,0.7777777777777778,18,164,Envious
0.5555555983893657,0.0,9.488429193824774e-16,1.7950711853368854e-15,0.44444440161063153,-10.635160432960514,0.8524051786494808,0.7222222222222222,18,165,Undefined
2.1939779274368316e-09,0.1179544728006762,0.3941842777681422,0.40321062280151926,0.08465062443568434,-7.303405083740035,0.5853659053286108,0.7777777777777778,18,166,Pessimist
4.262685366123379e-17,0.5833321778497469,1.104407011859176e-15,0.0,0.41666782215025194,-8.15031919393127,0.8398875059104841,0.6428571428571429,14,169,Trustful
6.245663286148566e-10,0.1692870874531878,0.61983619771608,0.0,0.2108767142061661,-5.207326815980236,0.4695365358564252,0.875,16,170,Optimist
0.7757586732829702,2.6998666973962476e-16,0.08271702929440795,0.05880632915522082,0.08271796826740092,-10.922358378685256,0.9848520167338274,0.625,16,171,Undefined
0.4615380089363113,9.721820652111232e-17,0.43589736173554006,7.090131636639484e-17,0.1025646293281485,-8.932196355942116,0.80540221168526,0.75,16,172,Undefined
0.7499998066964216,0.0,1.837520410895014e-14,0.0,0.25000019330356,-10.58501181052846,0.9544340029250323,0.625,16,173,Undefined
0.492856874274276,0.0,0.08569218519340656,0.34315520246215114,0.07829573807016627,-9.75970154120117,0.8800170633779564,0.6875,16,174,Undefined
2.9005449691985014e-12,0.2000000288946421,0.5499999741149525,0.0,0.24999999698750486,-7.00069327764142,0.6312415921523737,0.8125,16,175,Optimist
1.5753273812015746e-15,0.4999997168463494,0.4999998160859227,4.6706772261663576e-07,3.652890996015349e-15,-6.931471807600947,0.6250000001804716,0.8125,16,176,Optimist
0.0,0.33333331509505415,0.1666666524838587,1.0168285915496207e-15,0.5000000324210863,-8.501216239893115,0.7665414069261574,0.6875,16,177,Envious
1.081835973845861e-09,0.12675113586801837,0.54386323683439,0.0,0.3293856262157557,-4.923920672715557,0.44398224601608643,0.875,16,178,Optimist
5.190292640122042e-14,3.114730695585538e-13,0.0,5.3790305543082984e-14,0.9999999999995828,-1.5999999555489098e-08,1.4426950008081088e-09,1.0,16,179,Envious
5.773591907223846e-16,0.4285712360955526,0.0,0.5714287627298271,1.1746197186650335e-09,-4.780356739861529,0.4310373101423975,0.8125,16,180,Pessimist
0.5454487828736474,1.3790035194478911e-16,0.1272718440011504,1.2173557517938804e-17,0.327279373125202,-9.81053713676317,0.8846008297290773,0.6875,16,181,Undefined
2.304432123163191e-16,0.6666666618320168,1.763162294339025e-08,0.3333333205363588,1.388624683754847e-15,-3.8190850147688815,0.39355535796717284,0.8571428571428571,14,186,Trustful
0.3499523366196881,2.8273553203533863e-15,0.10969265183157052,0.19634917582663383,0.3440058357221047,-8.03155338990582,0.8276487318751479,0.7142857142857143,14,187,Undefined
4.625460197057577e-16,0.7499872963064481,0.2500126987078483,5.69823023291055e-17,4.985703154253111e-09,-4.498681179674045,0.46358750203258975,0.8571428571428571,14,188,Trustful
8.995582057025331e-14,3.409772464380012e-13,1.8735013540549517e-14,0.4999999403951304,0.5000000596044201,-4.158883093359714,0.3750000009016882,0.8125,16,190,Envious
1.5682105978262983e-09,0.366863249371215,0.21946628364102264,0.41366972813964975,7.372799020010609e-07,-7.0531865730775145,0.6359748307152221,0.75,16,191,Pessimist
1.928916728244004e-15,0.7777805005778602,0.22221949873392377,6.882137355002297e-10,4.793852387447596e-16,-4.767355797827068,0.4298650354798974,0.875,16,192,Trustful
0.0,0.5469166369558568,0.03317481945331681,0.41990854359082647,0.0,-6.176030802879324,0.5568830632307178,0.75,16,193,Trustful
0.0,0.19999935249951414,4.800276151953079e-09,0.8000006427002094,1.6457186553541554e-16,-2.502012141698434,0.2256025318170191,0.9375,16,194,Pessimist
