User_ID,Experiment_number,Round_number,S,T,Game,Action,Opponent_ID,Opponent_Action
115,9,2,10,7,Harmony,C,1482,C
115,9,3,4,7,Stag-Hunt,C,1489,D
115,9,4,10,8,Harmony,C,1504,C
115,9,5,3,14,Prisoner's Dilemma,D,1523,D
115,9,6,2,5,Stag-Hunt,D,1531,C
115,9,7,0,15,Prisoner's Dilemma,D,1556,D
115,9,8,1,8,Stag-Hunt,D,1570,D
115,9,9,8,15,Snow Drift,D,1580,D
115,9,10,0,9,Stag-Hunt,D,1586,D
115,9,11,2,11,Prisoner's Dilemma,D,1606,C
115,9,12,9,7,Harmony,C,1623,D
115,9,13,7,10,border Harmony/Snow Drift,D,1632,C
115,9,14,8,8,Harmony,C,1654,D
115,9,15,8,7,Harmony,C,1662,C
115,9,16,3,12,Prisoner's Dilemma,D,1675,D
115,9,17,10,10,border Harmony/Snow Drift,C,1697,C
116,9,1,4,7,Stag-Hunt,C,1469,C
116,9,2,1,11,Prisoner's Dilemma,D,1476,C
116,9,3,8,13,Snow Drift,D,1500,D
116,9,4,2,5,Stag-Hunt,C,1502,C
116,9,5,3,14,Prisoner's Dilemma,D,1522,D
116,9,6,6,15,Snow Drift,C,1539,D
116,9,7,9,9,Harmony,C,1546,C
116,9,8,1,15,Prisoner's Dilemma,D,1562,D
116,9,9,8,15,Snow Drift,D,1581,D
116,9,10,5,9,border Harmony/Stag-Hunt,C,1592,D
116,9,11,4,7,Stag-Hunt,C,1608,C
116,9,12,1,9,Stag-Hunt,D,1615,C
116,9,13,8,10,border Harmony/Snow Drift,D,1634,D
116,9,14,2,10,border Stag-Hunt/Prisoner's Dilemma,D,1646,C
116,9,15,6,9,Harmony,D,1666,D
116,9,16,3,12,Prisoner's Dilemma,D,1674,D
116,9,17,2,8,Stag-Hunt,D,1686,D
117,9,1,7,9,Harmony,C,1473,C
117,9,2,7,14,Snow Drift,C,1487,D
117,9,3,10,14,Snow Drift,D,1494,C
117,9,4,10,14,Snow Drift,D,1511,C
117,9,5,10,5,Harmony,C,1528,C
117,9,6,1,6,Stag-Hunt,C,1535,D
117,9,7,4,5,Stag-Hunt,C,1548,C
117,9,8,1,15,Prisoner's Dilemma,D,1563,D
117,9,9,7,7,Harmony,C,1574,C
117,9,10,10,6,Harmony,C,1588,C
117,9,11,7,12,Snow Drift,D,1603,D
117,9,12,2,11,Prisoner's Dilemma,C,1627,C
117,9,13,4,6,Stag-Hunt,C,1639,C
117,9,14,2,10,border Stag-Hunt/Prisoner's Dilemma,C,1647,D
117,9,15,8,15,Snow Drift,C,1658,D
117,9,16,1,15,Prisoner's Dilemma,D,1682,D
117,9,17,0,8,Stag-Hunt,C,1685,D
118,9,1,7,5,Harmony,D,1470,D
118,9,2,2,7,Stag-Hunt,C,1485,C
118,9,3,0,8,Stag-Hunt,D,1498,D
118,9,4,1,7,Stag-Hunt,C,1506,C
118,9,5,10,14,Snow Drift,C,1518,D
118,9,6,5,6,border Harmony/Stag-Hunt,C,1541,D
118,9,7,7,7,Harmony,C,1552,D
118,9,8,6,6,Harmony,C,1561,C
118,9,9,6,5,Harmony,C,1583,C
118,9,10,4,5,Stag-Hunt,C,1598,C
118,9,11,8,13,Snow Drift,D,1605,C
118,9,12,0,10,border Stag-Hunt/Prisoner's Dilemma,D,1625,D
118,9,13,4,14,Prisoner's Dilemma,D,1629,D
118,9,14,8,8,Harmony,D,1655,C
118,9,15,8,15,Snow Drift,D,1659,C
118,9,16,1,15,Prisoner's Dilemma,D,1683,D
118,9,17,6,10,border Harmony/Snow Drift,C,1688,D
119,9,1,8,8,Harmony,C,1460,D
119,9,2,2,7,Stag-Hunt,C,1484,C
119,9,3,3,5,Stag-Hunt,C,1493,C
119,9,4,2,11,Prisoner's Dilemma,C,1514,C
119,9,5,6,14,Snow Drift,D,1521,D
119,9,6,8,12,Snow Drift,C,1537,C
119,9,7,10,10,border Harmony/Snow Drift,C,1544,C
119,9,8,6,7,Harmony,C,1567,C
119,9,9,7,7,Harmony,C,1575,C
119,9,10,3,8,Stag-Hunt,C,1596,D
119,9,11,7,5,Harmony,C,1601,D
119,9,12,1,9,Stag-Hunt,C,1614,D
119,9,13,4,6,Stag-Hunt,C,1638,C
119,9,14,0,12,Prisoner's Dilemma,D,1643,C
119,9,15,3,10,border Stag-Hunt/Prisoner's Dilemma,D,1657,D
119,9,16,9,9,Harmony,C,1676,C
119,9,17,6,10,border Harmony/Snow Drift,D,1689,C
120,10,1,3,10,border Stag-Hunt/Prisoner's Dilemma,C,1704,D
120,10,2,0,8,Stag-Hunt,D,1713,C
120,10,3,4,10,border Stag-Hunt/Prisoner's Dilemma,D,1718,C
120,10,4,3,15,Prisoner's Dilemma,D,1732,D
120,10,5,0,9,Stag-Hunt,D,1740,D
120,10,6,5,15,border Snow Drift/Prisoner's Dilemma,D,1748,D
120,10,7,4,7,Stag-Hunt,D,1756,D
120,10,8,1,6,Stag-Hunt,C,1762,D
120,10,9,4,9,Stag-Hunt,D,1775,C
120,10,10,1,5,Stag-Hunt,D,1783,D
120,10,11,9,7,Harmony,C,1788,C
120,10,12,8,15,Snow Drift,D,1803,C
120,10,13,0,6,Stag-Hunt,D,1813,C
120,10,14,4,14,Prisoner's Dilemma,D,1820,D
120,10,15,5,11,border Snow Drift/Prisoner's Dilemma,D,1825,C
120,10,16,1,9,Stag-Hunt,D,1834,D
120,10,17,1,14,Prisoner's Dilemma,D,1843,D
121,10,1,4,8,Stag-Hunt,C,1701,C
121,10,2,10,7,Harmony,C,1709,C
121,10,3,4,10,border Stag-Hunt/Prisoner's Dilemma,C,1722,C
121,10,4,5,12,border Snow Drift/Prisoner's Dilemma,C,Dummy,D
121,10,5,10,11,Snow Drift,D,1738,C
121,10,6,5,15,border Snow Drift/Prisoner's Dilemma,D,1747,D
121,10,7,5,9,border Harmony/Stag-Hunt,D,1752,C
121,10,8,8,8,Harmony,C,Dummy,D
121,10,9,6,11,Snow Drift,D,1771,C
121,10,10,1,5,Stag-Hunt,D,1784,D
121,10,11,1,8,Stag-Hunt,D,1794,C
121,10,12,10,6,Harmony,C,1797,D
121,10,13,1,8,Stag-Hunt,D,Dummy,C
121,10,14,8,7,Harmony,C,1822,C
121,10,15,10,11,Snow Drift,D,1826,C
121,10,16,1,9,Stag-Hunt,D,1833,D
121,10,17,1,14,Prisoner's Dilemma,D,1842,D
122,10,1,3,10,border Stag-Hunt/Prisoner's Dilemma,D,1705,C
122,10,2,5,10,center of the TS plane,C,1708,C
122,10,3,0,7,Stag-Hunt,D,Dummy,C
122,10,4,10,11,Snow Drift,D,1729,C
122,10,5,9,7,Harmony,C,1734,C
122,10,6,4,15,Prisoner's Dilemma,D,1743,D
122,10,7,10,9,Harmony,C,1755,C
122,10,8,9,7,Harmony,C,1764,C
122,10,9,7,12,Snow Drift,D,1773,C
122,10,10,3,12,Prisoner's Dilemma,D,1780,C
122,10,11,1,9,Stag-Hunt,C,1793,C
122,10,12,8,13,Snow Drift,D,1802,C
122,10,13,5,12,border Snow Drift/Prisoner's Dilemma,D,1809,C
122,10,14,2,12,Prisoner's Dilemma,D,1817,C
122,10,15,8,9,Harmony,D,Dummy,D
122,10,16,6,7,Harmony,D,Dummy,C
122,10,17,5,14,border Snow Drift/Prisoner's Dilemma,C,1845,D
123,10,1,4,8,Stag-Hunt,C,1700,C
123,10,2,10,7,Harmony,C,1710,C
123,10,3,3,15,Prisoner's Dilemma,C,1717,C
123,10,4,5,10,center of the TS plane,D,1727,C
123,10,5,9,7,Harmony,C,1735,C
123,10,6,2,13,Prisoner's Dilemma,D,1746,C
123,10,7,4,7,Stag-Hunt,D,1757,D
123,10,8,9,7,Harmony,C,1763,C
123,10,9,7,12,Snow Drift,C,1772,D
123,10,10,10,8,Harmony,D,1785,D
123,10,11,1,8,Stag-Hunt,C,1795,D
123,10,12,10,6,Harmony,C,1800,C
123,10,13,1,9,Stag-Hunt,C,1811,C
123,10,14,4,11,Prisoner's Dilemma,D,1816,D
123,10,15,4,12,Prisoner's Dilemma,C,1830,C
123,10,16,2,14,Prisoner's Dilemma,D,1839,C
123,10,17,3,10,border Stag-Hunt/Prisoner's Dilemma,C,Dummy,C
124,10,1,0,8,Stag-Hunt,D,1699,C
124,10,2,0,8,Stag-Hunt,C,1714,D
124,10,3,3,15,Prisoner's Dilemma,C,1716,C
124,10,4,7,10,border Harmony/Snow Drift,C,1725,C
124,10,5,0,9,Stag-Hunt,D,1741,D
124,10,6,7,7,Harmony,C,1750,C
124,10,7,2,10,border Stag-Hunt/Prisoner's Dilemma,D,Dummy,D
124,10,8,8,13,Snow Drift,D,1767,C
124,10,9,3,8,Stag-Hunt,D,1777,C
124,10,10,6,6,Harmony,C,1781,D
124,10,11,1,9,Stag-Hunt,C,1792,C
124,10,12,10,6,Harmony,C,1799,C
124,10,13,9,10,border Harmony/Snow Drift,C,1806,D
124,10,14,5,11,border Snow Drift/Prisoner's Dilemma,D,Dummy,D
124,10,15,5,11,border Snow Drift/Prisoner's Dilemma,C,1824,D
124,10,16,2,11,Prisoner's Dilemma,C,1838,D
124,10,17,1,13,Prisoner's Dilemma,D,1849,D
125,10,1,0,8,Stag-Hunt,C,1698,D
125,10,2,5,10,center of the TS plane,C,1707,C
125,10,3,4,10,border Stag-Hunt/Prisoner's Dilemma,C,1723,C
125,10,4,7,10,border Harmony/Snow Drift,C,1726,C
125,10,5,9,8,Harmony,C,1737,C
125,10,6,4,15,Prisoner's Dilemma,D,1744,D
125,10,7,9,14,Snow Drift,D,1759,C
125,10,8,10,9,Harmony,C,1766,C
125,10,9,3,8,Stag-Hunt,C,1776,D
125,10,10,3,12,Prisoner's Dilemma,C,1779,D
125,10,11,0,5,Stag-Hunt,C,Dummy,C
125,10,12,8,13,Snow Drift,C,1801,D
125,10,13,1,9,Stag-Hunt,C,1810,C
125,10,14,4,14,Prisoner's Dilemma,D,1819,D
125,10,15,4,8,Stag-Hunt,D,1829,C
125,10,16,2,11,Prisoner's Dilemma,D,1837,C
125,10,17,6,14,Snow Drift,D,1846,C
126,10,1,6,8,Harmony,C,1702,D
126,10,2,4,10,border Stag-Hunt/Prisoner's Dilemma,D,Dummy,D
126,10,3,4,10,border Stag-Hunt/Prisoner's Dilemma,C,1719,D
126,10,4,10,11,Snow Drift,C,1730,D
126,10,5,3,11,Prisoner's Dilemma,D,Dummy,C
126,10,6,7,7,Harmony,C,1749,C
126,10,7,5,9,border Harmony/Stag-Hunt,C,1753,D
126,10,8,8,13,Snow Drift,C,1768,D
126,10,9,4,9,Stag-Hunt,C,1774,D
126,10,10,6,15,Snow Drift,D,Dummy,C
126,10,11,9,7,Harmony,C,1789,C
126,10,12,7,7,Harmony,C,Dummy,C
126,10,13,5,12,border Snow Drift/Prisoner's Dilemma,C,1808,D
126,10,14,8,7,Harmony,C,1821,C
126,10,15,4,8,Stag-Hunt,C,1828,D
126,10,16,6,12,Snow Drift,C,1835,D
126,10,17,6,14,Snow Drift,C,1847,D
127,10,1,2,9,Stag-Hunt,C,Dummy,C
127,10,2,8,10,border Harmony/Snow Drift,D,1712,D
127,10,3,0,11,Prisoner's Dilemma,C,1720,C
127,10,4,3,15,Prisoner's Dilemma,D,1731,D
127,10,5,9,8,Harmony,C,1736,C
127,10,6,7,10,border Harmony/Snow Drift,C,Dummy,C
127,10,7,10,9,Harmony,C,1754,C
127,10,8,10,9,Harmony,C,1765,C
127,10,9,6,11,Snow Drift,C,1770,D
127,10,10,10,8,Harmony,D,1786,D
127,10,11,1,13,Prisoner's Dilemma,D,1791,D
127,10,12,8,15,Snow Drift,C,1804,D
127,10,13,9,10,border Harmony/Snow Drift,D,1807,C
127,10,14,2,12,Prisoner's Dilemma,C,1818,D
127,10,15,4,12,Prisoner's Dilemma,C,1831,C
127,10,16,2,14,Prisoner's Dilemma,C,1840,D
127,10,17,5,14,border Snow Drift/Prisoner's Dilemma,D,1844,C
128,10,1,6,8,Harmony,D,1703,C
128,10,2,8,10,border Harmony/Snow Drift,D,1711,D
128,10,3,0,11,Prisoner's Dilemma,C,1721,C
128,10,4,5,10,center of the TS plane,C,1728,D
128,10,5,10,11,Snow Drift,C,1739,D
128,10,6,2,13,Prisoner's Dilemma,C,1745,D
128,10,7,9,14,Snow Drift,C,1758,D
128,10,8,1,6,Stag-Hunt,D,1761,C
128,10,9,9,14,Snow Drift,D,Dummy,C
128,10,10,6,6,Harmony,D,1782,C
128,10,11,1,13,Prisoner's Dilemma,D,1790,D
128,10,12,10,6,Harmony,D,1798,C
128,10,13,0,6,Stag-Hunt,C,1812,D
128,10,14,4,11,Prisoner's Dilemma,D,1815,D
128,10,15,10,11,Snow Drift,C,1827,D
128,10,16,6,12,Snow Drift,D,1836,C
128,10,17,1,13,Prisoner's Dilemma,D,1848,D
129,11,1,9,10,border Harmony/Snow Drift,C,1854,C
129,11,2,3,5,Stag-Hunt,C,1862,C
129,11,3,0,12,Prisoner's Dilemma,C,1866,C
129,11,4,7,11,Snow Drift,D,1872,D
129,11,5,3,14,Prisoner's Dilemma,C,1880,D
129,11,6,6,15,Snow Drift,D,1882,D
129,11,7,10,10,border Harmony/Snow Drift,C,1889,C
129,11,8,9,9,Harmony,C,1896,C
129,11,9,0,11,Prisoner's Dilemma,C,1902,D
129,11,10,7,8,Harmony,C,1908,D
129,11,11,7,8,Harmony,D,1915,C
129,11,12,10,8,Harmony,D,1921,C
129,11,13,1,7,Stag-Hunt,D,1928,C
130,11,1,3,11,Prisoner's Dilemma,D,1856,D
130,11,2,9,6,Harmony,C,1860,C
130,11,3,3,14,Prisoner's Dilemma,D,1863,C
130,11,4,10,12,Snow Drift,C,1873,C
130,11,5,2,11,Prisoner's Dilemma,C,1877,C
130,11,6,6,15,Snow Drift,D,1881,D
130,11,7,6,6,Harmony,C,1891,C
130,11,8,10,12,Snow Drift,D,1897,C
130,11,9,3,10,border Stag-Hunt/Prisoner's Dilemma,C,1904,D
130,11,10,3,12,Prisoner's Dilemma,C,1910,D
130,11,11,7,8,Harmony,C,1916,D
130,11,12,10,11,Snow Drift,D,1917,C
130,11,13,10,12,Snow Drift,C,1926,C
131,11,1,5,14,border Snow Drift/Prisoner's Dilemma,C,1851,D
131,11,2,3,5,Stag-Hunt,C,1861,C
131,11,3,3,14,Prisoner's Dilemma,C,1864,D
131,11,4,10,12,Snow Drift,C,1874,C
131,11,5,9,9,Harmony,C,1875,C
131,11,6,0,13,Prisoner's Dilemma,D,1886,C
131,11,7,6,6,Harmony,C,1892,C
131,11,8,10,12,Snow Drift,C,1893,D
131,11,9,3,10,border Stag-Hunt/Prisoner's Dilemma,D,1903,C
131,11,10,8,14,Snow Drift,D,1905,D
131,11,11,5,10,center of the TS plane,C,1914,C
131,11,12,10,11,Snow Drift,C,1918,D
131,11,13,1,7,Stag-Hunt,C,1927,D
132,11,1,5,14,border Snow Drift/Prisoner's Dilemma,D,1852,C
132,11,2,9,12,Snow Drift,D,1858,D
132,11,3,6,11,Snow Drift,D,1868,C
132,11,4,1,6,Stag-Hunt,D,1869,C
132,11,5,9,9,Harmony,C,1876,C
132,11,6,7,14,Snow Drift,D,1883,D
132,11,7,7,8,Harmony,D,1888,C
132,11,8,10,12,Snow Drift,D,1894,C
132,11,9,4,10,border Stag-Hunt/Prisoner's Dilemma,D,1899,C
132,11,10,7,8,Harmony,D,1907,C
132,11,11,5,15,border Snow Drift/Prisoner's Dilemma,D,1912,D
132,11,12,10,8,Harmony,C,1922,D
132,11,13,5,14,border Snow Drift/Prisoner's Dilemma,D,1923,D
133,11,1,3,11,Prisoner's Dilemma,D,1855,D
133,11,2,9,12,Snow Drift,D,1857,D
133,11,3,0,12,Prisoner's Dilemma,C,1865,C
133,11,4,1,6,Stag-Hunt,C,1870,D
133,11,5,2,11,Prisoner's Dilemma,C,1878,C
133,11,6,0,13,Prisoner's Dilemma,C,1885,D
133,11,7,10,10,border Harmony/Snow Drift,C,1890,C
133,11,8,10,12,Snow Drift,C,1898,D
133,11,9,4,10,border Stag-Hunt/Prisoner's Dilemma,C,1900,D
133,11,10,8,14,Snow Drift,D,1906,D
133,11,11,5,10,center of the TS plane,C,1913,C
133,11,12,0,11,Prisoner's Dilemma,C,1919,D
133,11,13,10,12,Snow Drift,C,1925,C
134,11,1,9,10,border Harmony/Snow Drift,C,1853,C
134,11,2,9,6,Harmony,C,1859,C
134,11,3,6,11,Snow Drift,C,1867,D
134,11,4,7,11,Snow Drift,D,1871,D
134,11,5,3,14,Prisoner's Dilemma,D,1879,C
134,11,6,7,14,Snow Drift,D,1884,D
134,11,7,7,8,Harmony,C,1887,D
134,11,8,9,9,Harmony,C,1895,C
134,11,9,0,11,Prisoner's Dilemma,D,1901,C
134,11,10,3,12,Prisoner's Dilemma,D,1909,C
134,11,11,5,15,border Snow Drift/Prisoner's Dilemma,D,1911,D
134,11,12,0,11,Prisoner's Dilemma,D,1920,C
134,11,13,5,14,border Snow Drift/Prisoner's Dilemma,D,1924,D
135,12,1,1,11,Prisoner's Dilemma,D,1931,D
135,12,2,1,5,Stag-Hunt,D,1935,D
135,12,3,0,5,Stag-Hunt,D,1942,C
135,12,4,10,12,Snow Drift,C,1950,D
135,12,5,8,10,border Harmony/Snow Drift,D,1957,C
135,12,6,7,11,Snow Drift,D,1963,D
135,12,7,2,12,Prisoner's Dilemma,D,1966,D
135,12,8,6,13,Snow Drift,D,1976,C
135,12,9,0,11,Prisoner's Dilemma,D,1980,D
135,12,10,5,15,border Snow Drift/Prisoner's Dilemma,D,1986,D
135,12,11,7,9,Harmony,D,1993,C
135,12,12,2,13,Prisoner's Dilemma,D,1998,D
135,12,13,3,12,Prisoner's Dilemma,D,2002,D
135,12,14,3,5,Stag-Hunt,D,2009,D
135,12,15,3,13,Prisoner's Dilemma,D,2018,D
135,12,16,10,14,Snow Drift,D,2020,D
136,12,1,6,8,Harmony,D,1934,D
136,12,2,8,9,Harmony,D,1938,D
136,12,3,8,5,Harmony,C,1946,C
136,12,4,1,10,border Stag-Hunt/Prisoner's Dilemma,D,1948,D
136,12,5,9,8,Harmony,C,1956,C
136,12,6,7,11,Snow Drift,D,1964,D
136,12,7,1,14,Prisoner's Dilemma,D,1969,D
136,12,8,7,14,Snow Drift,C,1971,D
136,12,9,0,11,Prisoner's Dilemma,D,1979,D
136,12,10,3,7,Stag-Hunt,D,1984,D
136,12,11,2,13,Prisoner's Dilemma,D,1991,D
136,12,12,0,14,Prisoner's Dilemma,D,1995,D
136,12,13,3,12,Prisoner's Dilemma,D,2001,D
136,12,14,3,5,Stag-Hunt,D,2010,D
136,12,15,3,13,Prisoner's Dilemma,D,2017,D
136,12,16,8,8,Harmony,D,2023,C
137,12,1,8,6,Harmony,C,1930,C
137,12,2,4,6,Stag-Hunt,C,1939,D
137,12,3,0,5,Stag-Hunt,C,1941,D
137,12,4,10,12,Snow Drift,D,1949,C
137,12,5,9,7,Harmony,C,1954,D
137,12,6,9,5,Harmony,C,1960,C
137,12,7,3,9,Stag-Hunt,C,1967,C
137,12,8,6,13,Snow Drift,C,1975,D
137,12,9,9,14,Snow Drift,C,1977,C
137,12,10,1,5,Stag-Hunt,C,1987,D
137,12,11,7,9,Harmony,C,1994,D
137,12,12,0,14,Prisoner's Dilemma,D,1996,D
137,12,13,10,15,Snow Drift,D,2005,D
137,12,14,8,12,Snow Drift,C,2012,D
137,12,15,8,7,Harmony,D,2016,D
137,12,16,6,12,Snow Drift,C,2021,D
138,12,1,8,6,Harmony,C,1929,C
138,12,2,4,6,Stag-Hunt,D,1940,C
138,12,3,8,5,Harmony,C,1945,C
138,12,4,1,10,border Stag-Hunt/Prisoner's Dilemma,D,1947,D
138,12,5,9,7,Harmony,D,1953,C
138,12,6,9,5,Harmony,C,1959,C
138,12,7,1,14,Prisoner's Dilemma,D,1970,D
138,12,8,8,6,Harmony,C,1973,C
138,12,9,6,5,Harmony,C,1981,C
138,12,10,5,15,border Snow Drift/Prisoner's Dilemma,D,1985,D
138,12,11,6,12,Snow Drift,D,1989,D
138,12,12,4,14,Prisoner's Dilemma,D,1999,D
138,12,13,10,15,Snow Drift,D,2006,D
138,12,14,10,11,Snow Drift,D,2007,D
138,12,15,8,7,Harmony,D,2015,D
138,12,16,6,12,Snow Drift,D,2022,C
139,12,1,1,11,Prisoner's Dilemma,D,1932,D
139,12,2,8,9,Harmony,D,1937,D
139,12,3,5,13,border Snow Drift/Prisoner's Dilemma,D,1944,D
139,12,4,10,9,Harmony,C,1952,C
139,12,5,9,8,Harmony,C,1955,C
139,12,6,2,7,Stag-Hunt,D,1961,D
139,12,7,2,12,Prisoner's Dilemma,D,1965,D
139,12,8,8,6,Harmony,C,1974,C
139,12,9,6,5,Harmony,C,1982,C
139,12,10,1,5,Stag-Hunt,D,1988,C
139,12,11,6,12,Snow Drift,D,1990,D
139,12,12,4,14,Prisoner's Dilemma,D,2000,D
139,12,13,1,7,Stag-Hunt,D,2003,D
139,12,14,10,11,Snow Drift,D,2008,D
139,12,15,5,11,border Snow Drift/Prisoner's Dilemma,D,2013,D
139,12,16,8,8,Harmony,C,2024,D
140,12,1,6,8,Harmony,D,1933,D
140,12,2,1,5,Stag-Hunt,D,1936,D
140,12,3,5,13,border Snow Drift/Prisoner's Dilemma,D,1943,D
140,12,4,10,9,Harmony,C,1951,C
140,12,5,8,10,border Harmony/Snow Drift,C,1958,D
140,12,6,2,7,Stag-Hunt,D,1962,D
140,12,7,3,9,Stag-Hunt,C,1968,C
140,12,8,7,14,Snow Drift,D,1972,C
140,12,9,9,14,Snow Drift,C,1978,C
140,12,10,3,7,Stag-Hunt,D,1983,D
140,12,11,2,13,Prisoner's Dilemma,D,1992,D
140,12,12,2,13,Prisoner's Dilemma,D,1997,D
140,12,13,1,7,Stag-Hunt,D,2004,D
140,12,14,8,12,Snow Drift,D,2011,C
140,12,15,5,11,border Snow Drift/Prisoner's Dilemma,D,2014,D
140,12,16,10,14,Snow Drift,D,2019,D
141,13,1,3,12,Prisoner's Dilemma,D,2026,D
141,13,2,3,12,Prisoner's Dilemma,D,2042,D
141,13,3,2,9,Stag-Hunt,D,2057,D
141,13,4,9,15,Snow Drift,C,2063,D
141,13,5,1,14,Prisoner's Dilemma,D,2081,D
141,13,6,2,10,border Stag-Hunt/Prisoner's Dilemma,D,2090,D
141,13,7,4,8,Stag-Hunt,C,2106,D
141,13,8,3,5,Stag-Hunt,D,2110,D
141,13,9,1,11,Prisoner's Dilemma,D,2132,D
141,13,10,10,15,Snow Drift,D,2134,C
141,13,11,1,12,Prisoner's Dilemma,D,2145,D
141,13,12,9,10,border Harmony/Snow Drift,D,2158,D
141,13,13,1,14,Prisoner's Dilemma,D,2175,D
141,13,14,4,8,Stag-Hunt,D,2182,C
141,13,15,10,11,Snow Drift,D,2200,C
141,13,16,10,13,Snow Drift,D,2207,C
141,13,17,0,9,Stag-Hunt,D,Dummy,C
142,13,1,2,12,Prisoner's Dilemma,C,2031,C
142,13,2,6,10,border Harmony/Snow Drift,D,2047,D
142,13,3,2,9,Stag-Hunt,D,2058,D
142,13,4,0,15,Prisoner's Dilemma,D,2069,D
142,13,5,2,11,Prisoner's Dilemma,D,2083,C
142,13,6,1,9,Stag-Hunt,C,2086,C
142,13,7,0,6,Stag-Hunt,D,2104,C
142,13,8,7,10,border Harmony/Snow Drift,D,2117,C
142,13,9,1,5,Stag-Hunt,D,2122,D
142,13,10,2,14,Prisoner's Dilemma,D,2139,D
142,13,11,2,7,Stag-Hunt,D,2156,D
142,13,12,5,13,border Snow Drift/Prisoner's Dilemma,C,2168,C
142,13,13,1,14,Prisoner's Dilemma,D,2176,D
142,13,14,4,8,Stag-Hunt,C,2181,D
142,13,15,2,11,Prisoner's Dilemma,D,2204,C
142,13,16,5,8,border Harmony/Stag-Hunt,C,2216,D
142,13,17,1,14,Prisoner's Dilemma,D,2226,D
143,13,1,9,7,Harmony,D,2033,D
143,13,2,2,14,Prisoner's Dilemma,C,2045,C
143,13,3,6,6,Harmony,C,2060,C
143,13,4,7,11,Snow Drift,C,2061,C
143,13,5,1,15,Prisoner's Dilemma,D,2079,D
143,13,6,2,15,Prisoner's Dilemma,C,2088,D
143,13,7,10,13,Snow Drift,D,2097,C
143,13,8,9,7,Harmony,C,2113,C
143,13,9,9,12,Snow Drift,D,Dummy,C
143,13,10,7,8,Harmony,C,Dummy,C
143,13,11,3,7,Stag-Hunt,C,2151,C
143,13,12,5,13,border Snow Drift/Prisoner's Dilemma,C,2167,C
143,13,13,8,12,Snow Drift,C,2171,D
143,13,14,5,12,border Snow Drift/Prisoner's Dilemma,D,2192,D
143,13,15,7,13,Snow Drift,C,2193,D
143,13,16,2,13,Prisoner's Dilemma,D,2206,D
143,13,17,5,7,border Harmony/Stag-Hunt,C,Dummy,D
144,13,1,8,5,Harmony,C,2029,C
144,13,2,6,10,border Harmony/Snow Drift,D,2048,D
144,13,3,6,6,Harmony,C,2059,C
144,13,4,0,6,Stag-Hunt,D,2065,D
144,13,5,1,12,Prisoner's Dilemma,D,2075,C
144,13,6,8,12,Snow Drift,C,Dummy,C
144,13,7,10,10,border Harmony/Snow Drift,C,2102,D
144,13,8,9,5,Harmony,C,2111,C
144,13,9,1,5,Stag-Hunt,D,2121,D
144,13,10,2,12,Prisoner's Dilemma,D,2135,D
144,13,11,1,12,Prisoner's Dilemma,D,2146,D
144,13,12,8,8,Harmony,C,2165,C
144,13,13,9,8,Harmony,C,Dummy,D
144,13,14,6,8,Harmony,D,2184,C
144,13,15,7,13,Snow Drift,D,2194,C
144,13,16,9,11,Snow Drift,D,Dummy,C
144,13,17,1,14,Prisoner's Dilemma,D,2225,D
145,13,1,3,15,Prisoner's Dilemma,D,2036,C
145,13,2,4,15,Prisoner's Dilemma,D,2037,C
145,13,3,3,11,Prisoner's Dilemma,D,2051,D
145,13,4,3,13,Prisoner's Dilemma,D,2067,D
145,13,5,2,11,Prisoner's Dilemma,C,2084,D
145,13,6,2,10,border Stag-Hunt/Prisoner's Dilemma,D,2089,D
145,13,7,3,6,Stag-Hunt,,2108,C
145,13,8,7,9,Harmony,,2115,C
145,13,9,9,12,Snow Drift,,2128,D
145,13,10,7,8,Harmony,,2142,C
145,13,11,4,14,Prisoner's Dilemma,,2149,D
145,13,12,3,5,Stag-Hunt,,2162,D
145,13,13,9,8,Harmony,,2179,C
145,13,14,4,6,Stag-Hunt,,2185,D
145,13,15,5,11,border Snow Drift/Prisoner's Dilemma,,2196,C
145,13,16,4,7,Stag-Hunt,,2210,D
145,13,17,6,13,Snow Drift,,2217,D
146,13,1,2,12,Prisoner's Dilemma,C,2032,C
146,13,2,8,8,Harmony,C,2043,C
146,13,3,3,9,Stag-Hunt,C,2056,D
146,13,4,5,13,border Snow Drift/Prisoner's Dilemma,D,2071,D
146,13,5,10,6,Harmony,C,2077,D
146,13,6,3,6,Stag-Hunt,C,2092,C
146,13,7,0,6,Stag-Hunt,C,2103,D
146,13,8,9,7,Harmony,C,2114,C
146,13,9,5,5,border Harmony/Stag-Hunt,C,2126,D
146,13,10,2,12,Prisoner's Dilemma,D,2136,D
146,13,11,5,5,border Harmony/Stag-Hunt,C,2154,D
146,13,12,1,7,Stag-Hunt,D,2164,D
146,13,13,3,12,Prisoner's Dilemma,D,2177,C
146,13,14,5,12,border Snow Drift/Prisoner's Dilemma,D,2191,D
146,13,15,10,11,Snow Drift,C,2199,D
146,13,16,5,5,border Harmony/Stag-Hunt,C,Dummy,D
146,13,17,7,10,border Harmony/Snow Drift,D,2224,C
147,13,1,3,15,Prisoner's Dilemma,C,2035,D
147,13,2,1,10,border Stag-Hunt/Prisoner's Dilemma,D,2040,D
147,13,3,1,7,Stag-Hunt,C,2053,D
147,13,4,0,15,Prisoner's Dilemma,D,2070,D
