User_ID,Experiment_number,Round_number,S,T,Game,Action,Opponent_ID,Opponent_Action
294,24,11,3,5,Stag-Hunt,C,4238,C
294,24,12,0,10,border Stag-Hunt/Prisoner's Dilemma,C,4265,C
294,24,13,1,13,Prisoner's Dilemma,D,4283,D
295,24,1,2,6,Stag-Hunt,D,4082,D
295,24,2,9,6,Harmony,C,4091,C
295,24,3,6,9,Harmony,C,4101,C
295,24,4,3,13,Prisoner's Dilemma,D,4128,D
295,24,5,5,6,border Harmony/Stag-Hunt,C,4142,C
295,24,6,8,7,Harmony,C,Dummy,C
295,24,7,5,12,border Snow Drift/Prisoner's Dilemma,C,4173,D
295,24,8,1,12,Prisoner's Dilemma,D,Dummy,D
295,24,9,4,10,border Stag-Hunt/Prisoner's Dilemma,C,4205,D
295,24,10,3,8,Stag-Hunt,C,4228,D
295,24,11,10,6,Harmony,C,4251,C
295,24,12,9,6,Harmony,C,4263,C
295,24,13,8,10,border Harmony/Snow Drift,C,4272,D
296,24,1,6,7,Harmony,C,4076,C
296,24,2,10,10,border Harmony/Snow Drift,C,4086,C
296,24,3,5,10,center of the TS plane,D,4115,C
296,24,4,0,7,Stag-Hunt,D,4121,D
296,24,5,6,7,Harmony,C,4140,D
296,24,6,10,5,Harmony,C,4158,C
296,24,7,6,11,Snow Drift,D,4183,D
296,24,8,1,7,Stag-Hunt,D,4199,D
296,24,9,0,6,Stag-Hunt,D,4203,D
296,24,10,4,6,Stag-Hunt,D,4222,C
296,24,11,3,5,Stag-Hunt,D,4245,C
296,24,12,2,9,Stag-Hunt,D,Dummy,C
296,24,13,8,10,border Harmony/Snow Drift,D,4271,C
297,24,1,7,8,Harmony,C,4079,C
297,24,2,7,15,Snow Drift,C,Dummy,C
297,24,3,3,8,Stag-Hunt,C,4104,C
297,24,4,1,5,Stag-Hunt,D,4133,D
297,24,5,0,13,Prisoner's Dilemma,C,4148,D
297,24,6,4,12,Prisoner's Dilemma,C,4167,D
297,24,7,5,12,border Snow Drift/Prisoner's Dilemma,D,4174,C
297,24,8,2,10,border Stag-Hunt/Prisoner's Dilemma,D,4192,D
297,24,9,8,13,Snow Drift,D,4218,D
297,24,10,8,10,border Harmony/Snow Drift,C,4230,C
297,24,11,4,7,Stag-Hunt,C,4244,C
297,24,12,8,13,Snow Drift,D,4268,D
297,24,13,3,6,Stag-Hunt,C,4282,D
298,24,1,3,5,Stag-Hunt,C,4068,C
298,24,2,6,9,Harmony,C,4085,D
298,24,3,0,10,border Stag-Hunt/Prisoner's Dilemma,D,4105,D
298,24,4,3,5,Stag-Hunt,C,4123,C
298,24,5,2,11,Prisoner's Dilemma,D,4135,D
298,24,6,2,6,Stag-Hunt,D,4157,C
298,24,7,10,8,Harmony,D,4176,C
298,24,8,9,9,Harmony,C,4201,D
298,24,9,3,9,Stag-Hunt,C,4210,D
298,24,10,9,13,Snow Drift,D,Dummy,D
298,24,11,10,6,Harmony,C,4252,C
298,24,12,8,13,Snow Drift,D,4269,D
298,24,13,9,10,border Harmony/Snow Drift,C,4274,D
299,24,1,2,11,Prisoner's Dilemma,D,4072,C
299,24,2,3,9,Stag-Hunt,D,4098,D
299,24,3,0,10,border Stag-Hunt/Prisoner's Dilemma,D,4106,D
299,24,4,3,5,Stag-Hunt,C,4122,C
299,24,5,5,10,center of the TS plane,C,4143,D
299,24,6,4,15,Prisoner's Dilemma,D,4162,D
299,24,7,7,6,Harmony,C,4182,C
299,24,8,0,5,Stag-Hunt,C,4189,D
299,24,9,4,12,Prisoner's Dilemma,C,4216,D
299,24,10,8,10,border Harmony/Snow Drift,C,4231,C
299,24,11,6,12,Snow Drift,C,4248,D
299,24,12,0,10,border Stag-Hunt/Prisoner's Dilemma,C,4264,C
299,24,13,8,9,Harmony,C,Dummy,D
300,24,1,0,8,Stag-Hunt,C,4073,C
300,24,2,3,10,border Stag-Hunt/Prisoner's Dilemma,D,4088,C
300,24,3,0,6,Stag-Hunt,D,Dummy,D
300,24,4,0,7,Stag-Hunt,D,4120,D
300,24,5,1,12,Prisoner's Dilemma,D,4145,D
300,24,6,5,6,border Harmony/Stag-Hunt,D,4155,C
300,24,7,2,13,Prisoner's Dilemma,D,4171,D
300,24,8,2,10,border Stag-Hunt/Prisoner's Dilemma,D,4193,D
300,24,9,7,11,Snow Drift,D,4213,C
300,24,10,8,5,Harmony,C,4225,C
300,24,11,6,12,Snow Drift,D,4247,C
300,24,12,0,6,Stag-Hunt,D,4255,D
300,24,13,7,14,Snow Drift,D,4279,D
301,24,1,7,12,Snow Drift,D,4078,D
301,24,2,8,12,Snow Drift,D,4097,D
301,24,3,6,9,Harmony,C,4102,C
301,24,4,3,13,Prisoner's Dilemma,D,4129,D
301,24,5,6,7,Harmony,D,4139,C
301,24,6,5,11,border Snow Drift/Prisoner's Dilemma,D,4160,C
301,24,7,2,15,Prisoner's Dilemma,D,4179,D
301,24,8,5,15,border Snow Drift/Prisoner's Dilemma,D,4186,D
301,24,9,8,13,Snow Drift,D,4217,D
301,24,10,7,13,Snow Drift,D,4227,D
301,24,11,7,14,Snow Drift,C,Dummy,D
301,24,12,3,14,Prisoner's Dilemma,D,4261,D
301,24,13,8,5,Harmony,C,4276,C
302,24,1,3,9,Stag-Hunt,D,4070,C
302,24,2,10,12,Snow Drift,C,4092,D
302,24,3,5,10,center of the TS plane,C,4116,D
302,24,4,1,11,Prisoner's Dilemma,D,4119,D
302,24,5,3,6,Stag-Hunt,C,Dummy,D
302,24,6,3,12,Prisoner's Dilemma,D,4153,D
302,24,7,2,13,Prisoner's Dilemma,D,4172,D
302,24,8,0,5,Stag-Hunt,D,4188,C
302,24,9,9,5,Harmony,C,4212,C
302,24,10,7,13,Snow Drift,D,4226,D
302,24,11,2,13,Prisoner's Dilemma,D,4242,D
302,24,12,0,6,Stag-Hunt,D,4254,D
302,24,13,9,10,border Harmony/Snow Drift,D,4273,C
303,24,1,2,11,Prisoner's Dilemma,C,4071,D
303,24,2,9,6,Harmony,C,4090,C
303,24,3,4,12,Prisoner's Dilemma,C,4109,D
303,24,4,1,11,Prisoner's Dilemma,D,4118,D
303,24,5,9,5,Harmony,C,4138,C
303,24,6,5,11,border Snow Drift/Prisoner's Dilemma,C,4161,D
303,24,7,10,8,Harmony,,4169,C
303,24,8,4,14,Prisoner's Dilemma,D,4195,D
303,24,9,0,6,Stag-Hunt,D,4204,D
303,24,10,2,13,Prisoner's Dilemma,C,4234,D
303,24,11,3,5,Stag-Hunt,C,4237,C
303,24,12,2,9,Stag-Hunt,D,4267,D
303,24,13,5,9,border Harmony/Stag-Hunt,D,4286,D
304,24,1,0,11,Prisoner's Dilemma,D,Dummy,D
304,24,2,3,9,Stag-Hunt,D,4099,D
304,24,3,4,7,Stag-Hunt,D,4113,C
304,24,4,10,8,Harmony,C,4131,C
304,24,5,5,10,center of the TS plane,D,4144,C
304,24,6,3,12,Prisoner's Dilemma,D,4152,D
304,24,7,6,11,Snow Drift,D,4184,D
304,24,8,6,14,Snow Drift,D,4190,D
304,24,9,5,15,border Snow Drift/Prisoner's Dilemma,D,4208,D
304,24,10,8,5,Harmony,C,4224,C
304,24,11,3,5,Stag-Hunt,C,4246,D
304,24,12,0,5,Stag-Hunt,D,Dummy,D
304,24,13,8,5,Harmony,C,4275,C
305,24,1,0,8,Stag-Hunt,C,4074,C
305,24,2,3,8,Stag-Hunt,D,4095,C
305,24,3,3,13,Prisoner's Dilemma,C,4112,D
305,24,4,1,8,Stag-Hunt,D,4125,D
305,24,5,8,11,Snow Drift,C,4150,C
305,24,6,4,15,Prisoner's Dilemma,D,4163,D
305,24,7,7,14,Snow Drift,D,4177,D
305,24,8,5,15,border Snow Drift/Prisoner's Dilemma,D,4187,D
305,24,9,9,5,Harmony,C,4211,C
305,24,10,10,14,Snow Drift,C,4233,C
305,24,11,9,7,Harmony,C,4249,C
305,24,12,8,11,Snow Drift,C,4259,D
305,24,13,1,13,Prisoner's Dilemma,D,4284,D
306,24,1,3,9,Stag-Hunt,C,4069,D
306,24,2,10,12,Snow Drift,D,4093,C
306,24,3,9,12,Snow Drift,C,4108,C
306,24,4,1,10,border Stag-Hunt/Prisoner's Dilemma,D,4127,C
306,24,5,8,11,Snow Drift,C,4149,C
306,24,6,10,12,Snow Drift,D,4165,C
306,24,7,4,8,Stag-Hunt,D,Dummy,C
306,24,8,7,9,Harmony,D,4196,D
306,24,9,4,12,Prisoner's Dilemma,D,4215,C
306,24,10,10,14,Snow Drift,C,4232,C
306,24,11,9,7,Harmony,C,4250,C
306,24,12,3,14,Prisoner's Dilemma,D,4260,D
306,24,13,7,14,Snow Drift,D,4280,D
307,24,1,6,7,Harmony,C,4075,C
307,24,2,8,12,Snow Drift,D,4096,D
307,24,3,3,8,Stag-Hunt,C,4103,C
307,24,4,1,10,border Stag-Hunt/Prisoner's Dilemma,C,4126,D
307,24,5,5,6,border Harmony/Stag-Hunt,C,4141,C
307,24,6,2,6,Stag-Hunt,C,4156,D
307,24,7,7,14,Snow Drift,D,4178,D
307,24,8,1,7,Stag-Hunt,D,4198,D
307,24,9,4,10,border Stag-Hunt/Prisoner's Dilemma,D,4206,C
307,24,10,4,6,Stag-Hunt,C,4223,D
307,24,11,6,5,Harmony,C,4240,C
307,24,12,0,6,Stag-Hunt,D,4257,D
307,24,13,5,9,border Harmony/Stag-Hunt,D,4285,D
308,25,1,7,8,Harmony,D,4290,C
308,25,2,9,9,Harmony,C,4296,C
308,25,3,8,10,border Harmony/Snow Drift,D,4299,D
308,25,4,3,10,border Stag-Hunt/Prisoner's Dilemma,D,Dummy,C
308,25,5,0,11,Prisoner's Dilemma,D,4310,D
308,25,6,8,12,Snow Drift,D,4315,D
308,25,7,5,8,border Harmony/Stag-Hunt,D,4321,C
308,25,8,4,10,border Stag-Hunt/Prisoner's Dilemma,D,4326,D
308,25,9,4,5,Stag-Hunt,D,4329,C
308,25,10,9,8,Harmony,C,Dummy,D
308,25,11,5,9,border Harmony/Stag-Hunt,D,4339,C
308,25,12,9,9,Harmony,C,4344,C
308,25,13,8,15,Snow Drift,D,4348,D
308,25,14,7,9,Harmony,D,4354,D
308,25,15,1,10,border Stag-Hunt/Prisoner's Dilemma,D,4359,D
308,25,16,5,5,border Harmony/Stag-Hunt,C,4363,C
308,25,17,5,10,center of the TS plane,D,4368,C
308,25,18,9,7,Harmony,C,Dummy,C
309,25,1,7,9,Harmony,D,4288,C
309,25,2,9,12,Snow Drift,C,4293,D
309,25,3,6,7,Harmony,D,4301,C
309,25,4,6,12,Snow Drift,D,4304,C
309,25,5,9,9,Harmony,C,4309,C
309,25,6,0,12,Prisoner's Dilemma,D,4313,D
309,25,7,6,8,Harmony,C,4319,C
309,25,8,5,12,border Snow Drift/Prisoner's Dilemma,D,Dummy,D
309,25,9,8,5,Harmony,C,Dummy,D
309,25,10,6,15,Snow Drift,D,4333,C
309,25,11,6,5,Harmony,C,4341,C
309,25,12,9,9,Harmony,C,4343,C
309,25,13,8,15,Snow Drift,D,4349,D
309,25,14,5,13,border Snow Drift/Prisoner's Dilemma,C,4356,D
309,25,15,5,10,center of the TS plane,C,4360,D
309,25,16,5,5,border Harmony/Stag-Hunt,C,4364,C
309,25,17,0,12,Prisoner's Dilemma,D,4371,D
309,25,18,5,13,border Snow Drift/Prisoner's Dilemma,C,4373,D
310,25,1,7,8,Harmony,C,4291,D
310,25,2,9,12,Snow Drift,D,4294,C
310,25,3,10,6,Harmony,C,Dummy,D
310,25,4,1,6,Stag-Hunt,D,4305,D
310,25,5,9,9,Harmony,C,4308,C
310,25,6,1,6,Stag-Hunt,D,Dummy,C
310,25,7,6,8,Harmony,C,4318,C
310,25,8,4,10,border Stag-Hunt/Prisoner's Dilemma,D,4325,D
310,25,9,4,8,Stag-Hunt,C,4330,D
310,25,10,9,7,Harmony,C,4335,C
310,25,11,5,9,border Harmony/Stag-Hunt,C,4338,D
310,25,12,9,12,Snow Drift,D,Dummy,D
310,25,13,3,8,Stag-Hunt,D,4350,C
310,25,14,5,13,border Snow Drift/Prisoner's Dilemma,D,4355,C
310,25,15,2,15,Prisoner's Dilemma,D,Dummy,C
310,25,16,10,10,border Harmony/Snow Drift,C,4365,C
310,25,17,3,11,Prisoner's Dilemma,D,Dummy,C
310,25,18,5,13,border Snow Drift/Prisoner's Dilemma,D,4374,C
311,25,1,7,9,Harmony,C,4289,D
311,25,2,9,9,Harmony,C,4295,C
311,25,3,6,7,Harmony,C,4300,D
311,25,4,6,12,Snow Drift,C,4303,D
311,25,5,0,11,Prisoner's Dilemma,D,4311,D
311,25,6,0,12,Prisoner's Dilemma,D,4314,D
311,25,7,9,7,Harmony,C,Dummy,D
311,25,8,7,11,Snow Drift,C,4324,D
311,25,9,4,8,Stag-Hunt,D,4331,C
311,25,10,9,7,Harmony,C,4336,C
311,25,11,7,7,Harmony,C,Dummy,C
311,25,12,0,6,Stag-Hunt,D,4345,C
311,25,13,0,8,Stag-Hunt,D,Dummy,D
311,25,14,7,9,Harmony,D,4353,D
311,25,15,5,10,center of the TS plane,D,4361,C
311,25,16,10,10,border Harmony/Snow Drift,C,4366,C
311,25,17,0,12,Prisoner's Dilemma,D,4370,D
311,25,18,9,15,Snow Drift,D,4375,C
312,25,1,1,14,Prisoner's Dilemma,D,Dummy,C
312,25,2,10,12,Snow Drift,C,Dummy,C
312,25,3,8,10,border Harmony/Snow Drift,D,4298,D
312,25,4,1,6,Stag-Hunt,D,4306,D
312,25,5,0,15,Prisoner's Dilemma,D,Dummy,D
312,25,6,8,12,Snow Drift,D,4316,D
312,25,7,5,8,border Harmony/Stag-Hunt,C,4320,D
312,25,8,7,11,Snow Drift,D,4323,C
312,25,9,4,5,Stag-Hunt,C,4328,D
312,25,10,6,15,Snow Drift,C,4334,D
312,25,11,6,5,Harmony,C,4340,C
312,25,12,0,6,Stag-Hunt,C,4346,D
312,25,13,3,8,Stag-Hunt,C,4351,D
312,25,14,4,10,border Stag-Hunt/Prisoner's Dilemma,D,Dummy,C
312,25,15,1,10,border Stag-Hunt/Prisoner's Dilemma,D,4358,D
312,25,16,3,11,Prisoner's Dilemma,D,Dummy,D
312,25,17,5,10,center of the TS plane,C,4369,D
312,25,18,9,15,Snow Drift,C,4376,D
313,26,1,2,15,Prisoner's Dilemma,C,4379,C
313,26,2,0,7,Stag-Hunt,C,4404,D
313,26,3,9,15,Snow Drift,D,4416,D
313,26,4,1,6,Stag-Hunt,D,4430,C
313,26,5,0,15,Prisoner's Dilemma,D,4444,C
313,26,6,5,14,border Snow Drift/Prisoner's Dilemma,D,4458,C
313,26,7,8,13,Snow Drift,C,4488,C
313,26,8,6,6,Harmony,C,4493,C
313,26,9,0,11,Prisoner's Dilemma,D,4515,D
313,26,10,2,8,Stag-Hunt,D,4524,D
313,26,11,4,11,Prisoner's Dilemma,D,4544,D
313,26,12,0,15,Prisoner's Dilemma,D,4563,D
313,26,13,8,13,Snow Drift,D,4571,D
313,26,14,9,13,Snow Drift,D,4586,D
313,26,15,7,13,Snow Drift,D,4613,C
313,26,16,8,8,Harmony,C,4630,C
314,26,1,1,13,Prisoner's Dilemma,D,4380,C
314,26,2,0,7,Stag-Hunt,C,4403,C
314,26,3,7,5,Harmony,C,4424,D
314,26,4,8,6,Harmony,C,4427,C
314,26,5,5,5,border Harmony/Stag-Hunt,C,4456,C
314,26,6,9,8,Harmony,C,4471,C
314,26,7,3,6,Stag-Hunt,C,4480,C
314,26,8,4,9,Stag-Hunt,D,4502,D
314,26,9,10,13,Snow Drift,C,4519,D
314,26,10,10,8,Harmony,D,Dummy,D
314,26,11,2,8,Stag-Hunt,C,4549,D
314,26,12,0,15,Prisoner's Dilemma,D,4569,D
314,26,13,9,9,Harmony,C,4580,C
314,26,14,4,6,Stag-Hunt,C,4589,D
314,26,15,4,5,Stag-Hunt,C,4611,C
314,26,16,8,14,Snow Drift,D,4625,D
315,26,1,5,5,border Harmony/Stag-Hunt,C,4393,C
315,26,2,3,6,Stag-Hunt,D,4394,C
315,26,3,1,6,Stag-Hunt,C,4420,D
315,26,4,9,7,Harmony,C,4432,C
315,26,5,3,9,Stag-Hunt,D,4455,D
315,26,6,2,6,Stag-Hunt,D,4469,C
315,26,7,0,6,Stag-Hunt,D,4482,D
315,26,8,4,12,Prisoner's Dilemma,D,4496,D
315,26,9,10,10,border Harmony/Snow Drift,C,4512,C
315,26,10,8,15,Snow Drift,C,4528,C
315,26,11,0,9,Stag-Hunt,C,4538,D
315,26,12,3,6,Stag-Hunt,D,4564,C
315,26,13,10,15,Snow Drift,C,4583,D
315,26,14,0,6,Stag-Hunt,D,4599,C
315,26,15,2,15,Prisoner's Dilemma,D,4607,D
315,26,16,8,14,Snow Drift,D,4624,D
316,26,1,5,11,border Snow Drift/Prisoner's Dilemma,D,4391,C
316,26,2,1,9,Stag-Hunt,D,4401,C
316,26,3,9,6,Harmony,C,4413,C
316,26,4,8,6,Harmony,C,4426,C
316,26,5,7,11,Snow Drift,D,4443,C
316,26,6,9,8,Harmony,C,4470,C
316,26,7,10,8,Harmony,C,4487,C
316,26,8,6,6,Harmony,C,4492,C
316,26,9,3,9,Stag-Hunt,D,4507,C
316,26,10,9,7,Harmony,C,4533,C
316,26,11,1,10,border Stag-Hunt/Prisoner's Dilemma,D,4546,D
316,26,12,5,7,border Harmony/Stag-Hunt,D,4566,D
316,26,13,9,9,Harmony,C,4581,C
316,26,14,9,13,Snow Drift,D,4587,D
316,26,15,0,15,Prisoner's Dilemma,D,4609,D
316,26,16,8,11,Snow Drift,C,4626,C
317,26,1,5,5,border Harmony/Stag-Hunt,C,4392,C
317,26,2,2,8,Stag-Hunt,C,4408,C
317,26,3,3,14,Prisoner's Dilemma,C,4411,D
317,26,4,10,11,Snow Drift,C,4438,D
317,26,5,1,13,Prisoner's Dilemma,D,4452,C
317,26,6,5,9,border Harmony/Stag-Hunt,D,4472,D
317,26,7,1,7,Stag-Hunt,D,4476,C
317,26,8,7,7,Harmony,C,4504,C
317,26,9,8,14,Snow Drift,C,4510,D
317,26,10,2,8,Stag-Hunt,D,4525,D
317,26,11,8,15,Snow Drift,C,4541,D
317,26,12,10,10,border Harmony/Snow Drift,C,4560,D
317,26,13,10,13,Snow Drift,C,4572,C
317,26,14,6,12,Snow Drift,C,4593,D
317,26,15,9,12,Snow Drift,C,Dummy,D
317,26,16,1,7,Stag-Hunt,D,4622,C
318,26,1,8,8,Harmony,C,4385,D
318,26,2,4,9,Stag-Hunt,C,4406,C
318,26,3,6,11,Snow Drift,C,4418,C
318,26,4,3,10,border Stag-Hunt/Prisoner's Dilemma,C,4441,C
318,26,5,0,15,Prisoner's Dilemma,C,4445,D
318,26,6,10,15,Snow Drift,C,4466,D
318,26,7,8,11,Snow Drift,C,4484,D
318,26,8,8,12,Snow Drift,D,4500,C
318,26,9,10,13,Snow Drift,D,4518,C
318,26,10,6,15,Snow Drift,D,4523,D
318,26,11,2,8,Stag-Hunt,D,4548,C
318,26,12,7,12,Snow Drift,C,Dummy,C
318,26,13,8,13,Snow Drift,D,4570,D
318,26,14,6,6,Harmony,C,4594,D
318,26,15,6,13,Snow Drift,D,4617,D
318,26,16,0,9,Stag-Hunt,C,4619,D
319,26,1,6,11,Snow Drift,D,4382,C
319,26,2,8,5,Harmony,C,4399,D
319,26,3,9,9,Harmony,C,4422,C
319,26,4,10,11,Snow Drift,D,4439,C
319,26,5,5,14,border Snow Drift/Prisoner's Dilemma,D,4448,D
319,26,6,5,9,border Harmony/Stag-Hunt,D,4473,D
319,26,7,8,11,Snow Drift,D,4485,C
319,26,8,5,15,border Snow Drift/Prisoner's Dilemma,D,4495,D
319,26,9,8,14,Snow Drift,D,4511,C
319,26,10,10,8,Harmony,,4531,D
319,26,11,1,6,Stag-Hunt,,4542,D
319,26,12,7,12,Snow Drift,,4557,C
319,26,13,3,13,Prisoner's Dilemma,,4579,D
319,26,14,3,14,Prisoner's Dilemma,,4600,D
319,26,15,9,12,Snow Drift,,4614,C
319,26,16,9,7,Harmony,,4628,C
320,26,1,1,13,Prisoner's Dilemma,C,4381,D
320,26,2,8,5,Harmony,D,4398,C
320,26,3,7,5,Harmony,D,4425,C
320,26,4,8,11,Snow Drift,D,4436,D
320,26,5,10,11,Snow Drift,C,4447,D
320,26,6,0,8,Stag-Hunt,C,4462,C
320,26,7,3,6,Stag-Hunt,C,4481,C
320,26,8,8,12,Snow Drift,C,4501,D
320,26,9,6,12,Snow Drift,C,4509,D
320,26,10,3,8,Stag-Hunt,C,4537,D
320,26,11,1,10,border Stag-Hunt/Prisoner's Dilemma,D,4547,D
320,26,12,10,5,Harmony,D,4554,C
320,26,13,6,8,Harmony,C,4585,C
320,26,14,9,8,Harmony,D,4597,C
320,26,15,7,13,Snow Drift,C,4612,D
320,26,16,8,12,Snow Drift,D,4620,D
321,26,1,2,15,Prisoner's Dilemma,C,4378,C
321,26,2,1,9,Stag-Hunt,C,4400,D
321,26,3,9,6,Harmony,C,4412,C
321,26,4,1,6,Stag-Hunt,C,4431,D
321,26,5,6,8,Harmony,C,4451,C
321,26,6,5,14,border Snow Drift/Prisoner's Dilemma,C,4459,D
321,26,7,1,15,Prisoner's Dilemma,C,4474,D
321,26,8,6,9,Harmony,C,4498,D
321,26,9,8,13,Snow Drift,D,4521,C
321,26,10,6,7,Harmony,C,4527,C
321,26,11,0,9,Stag-Hunt,D,4539,C
321,26,12,0,15,Prisoner's Dilemma,D,4568,D
321,26,13,3,13,Prisoner's Dilemma,D,Dummy,C
321,26,14,7,10,border Harmony/Snow Drift,D,4590,C
321,26,15,1,15,Prisoner's Dilemma,D,4604,D
321,26,16,10,10,border Harmony/Snow Drift,C,4632,C
322,26,1,8,8,Harmony,D,4384,C
322,26,2,2,8,Stag-Hunt,C,4409,C
322,26,3,2,14,Prisoner's Dilemma,D,4414,D
322,26,4,9,6,Harmony,D,Dummy,D
322,26,5,5,5,border Harmony/Stag-Hunt,C,4457,C
322,26,6,7,10,border Harmony/Snow Drift,D,4465,C
322,26,7,8,13,Snow Drift,C,4489,C
322,26,8,4,12,Prisoner's Dilemma,D,4497,D
322,26,9,2,11,Prisoner's Dilemma,D,4516,D
322,26,10,6,7,Harmony,C,4526,C
322,26,11,0,9,Stag-Hunt,D,4553,D
322,26,12,0,15,Prisoner's Dilemma,D,4562,D
322,26,13,1,9,Stag-Hunt,C,4576,D
322,26,14,3,14,Prisoner's Dilemma,D,Dummy,C
322,26,15,6,13,Snow Drift,D,4616,D
322,26,16,10,10,border Harmony/Snow Drift,C,4633,C
323,26,1,5,11,border Snow Drift/Prisoner's Dilemma,C,4386,D
323,26,2,0,7,Stag-Hunt,C,4402,C
323,26,3,3,14,Prisoner's Dilemma,D,4410,C
323,26,4,9,7,Harmony,C,4433,C
323,26,5,5,14,border Snow Drift/Prisoner's Dilemma,D,4449,D
323,26,6,2,11,Prisoner's Dilemma,C,4461,D
323,26,7,1,7,Stag-Hunt,C,4477,D
323,26,8,7,7,Harmony,C,4505,C
323,26,9,3,9,Stag-Hunt,C,4506,D
323,26,10,4,13,Prisoner's Dilemma,D,4535,D
323,26,11,4,11,Prisoner's Dilemma,D,4545,D
323,26,12,3,6,Stag-Hunt,C,4565,D
323,26,13,10,15,Snow Drift,D,4582,C
323,26,14,9,8,Harmony,C,4596,D
323,26,15,0,5,Stag-Hunt,D,4602,D
323,26,16,1,7,Stag-Hunt,C,4623,D
324,26,1,5,11,border Snow Drift/Prisoner's Dilemma,C,4390,D
324,26,2,8,11,Snow Drift,D,4396,D
324,26,3,9,15,Snow Drift,D,4417,D
324,26,4,8,11,Snow Drift,D,4437,D
324,26,5,1,13,Prisoner's Dilemma,C,4453,D
324,26,6,2,6,Stag-Hunt,C,4468,D
324,26,7,1,15,Prisoner's Dilemma,D,4475,C
324,26,8,4,9,Stag-Hunt,D,4503,D
324,26,9,2,11,Prisoner's Dilemma,D,4517,D
324,26,10,9,7,Harmony,C,4532,C
324,26,11,4,8,Stag-Hunt,C,4551,D
324,26,12,10,5,Harmony,D,4558,C
324,26,13,6,8,Harmony,C,4584,C
324,26,14,6,12,Snow Drift,D,4592,C
324,26,15,1,15,Prisoner's Dilemma,D,4605,D
324,26,16,8,12,Snow Drift,D,4621,D
325,26,1,6,11,Snow Drift,C,4383,D
325,26,2,0,7,Stag-Hunt,D,4405,C
325,26,3,2,14,Prisoner's Dilemma,D,4415,D
325,26,4,1,12,Prisoner's Dilemma,D,4429,D
325,26,5,10,11,Snow Drift,D,4446,C
325,26,6,10,15,Snow Drift,D,4467,C
325,26,7,10,9,Harmony,C,4478,D
325,26,8,5,15,border Snow Drift/Prisoner's Dilemma,D,4494,D
325,26,9,0,11,Prisoner's Dilemma,D,4514,D
325,26,10,4,13,Prisoner's Dilemma,D,4534,D
325,26,11,8,15,Snow Drift,D,4540,C
325,26,12,5,7,border Harmony/Stag-Hunt,D,4567,D
325,26,13,1,6,Stag-Hunt,D,4575,D
325,26,14,0,6,Stag-Hunt,C,4598,D
325,26,15,2,15,Prisoner's Dilemma,D,4606,D
325,26,16,8,11,Snow Drift,C,4627,C
326,26,1,5,11,border Snow Drift/Prisoner's Dilemma,D,4387,C
326,26,2,8,11,Snow Drift,D,4397,D
326,26,3,9,9,Harmony,C,4423,C
326,26,4,9,6,Harmony,,4434,D
326,26,5,6,8,Harmony,C,4450,C
326,26,6,7,10,border Harmony/Snow Drift,C,4464,D
326,26,7,10,8,Harmony,C,4486,C
326,26,8,10,6,Harmony,,4491,C
326,26,9,8,13,Snow Drift,C,4520,D
326,26,10,3,8,Stag-Hunt,D,4536,C
326,26,11,0,9,Stag-Hunt,D,4552,D
326,26,12,10,5,Harmony,C,4555,D
326,26,13,10,13,Snow Drift,C,4573,C
326,26,14,7,10,border Harmony/Snow Drift,C,4591,D
326,26,15,0,15,Prisoner's Dilemma,D,4608,D
326,26,16,8,8,Harmony,C,4631,C
327,26,1,2,10,border Stag-Hunt/Prisoner's Dilemma,C,4389,C
327,26,2,4,9,Stag-Hunt,C,4407,C
327,26,3,6,11,Snow Drift,C,4419,C
327,26,4,3,10,border Stag-Hunt/Prisoner's Dilemma,C,4440,C
327,26,5,7,11,Snow Drift,C,4442,D
327,26,6,0,8,Stag-Hunt,C,4463,C
327,26,7,10,9,Harmony,D,4479,C
327,26,8,10,6,Harmony,C,Dummy,C
327,26,9,10,10,border Harmony/Snow Drift,C,4513,C
327,26,10,8,15,Snow Drift,C,4529,C
327,26,11,1,6,Stag-Hunt,D,Dummy,C
327,26,12,10,10,border Harmony/Snow Drift,D,4561,C
327,26,13,1,9,Stag-Hunt,D,4577,C
327,26,14,6,6,Harmony,D,4595,C
327,26,15,0,5,Stag-Hunt,D,4603,D
327,26,16,0,9,Stag-Hunt,D,4618,C
328,26,1,2,10,border Stag-Hunt/Prisoner's Dilemma,C,4388,C
328,26,2,3,6,Stag-Hunt,C,4395,D
328,26,3,1,6,Stag-Hunt,D,4421,C
328,26,4,1,12,Prisoner's Dilemma,D,4428,D
328,26,5,3,9,Stag-Hunt,D,4454,D
328,26,6,2,11,Prisoner's Dilemma,D,4460,C
328,26,7,0,6,Stag-Hunt,D,4483,D
328,26,8,6,9,Harmony,D,4499,C
328,26,9,6,12,Snow Drift,D,4508,C
328,26,10,6,15,Snow Drift,D,4522,D
328,26,11,4,8,Stag-Hunt,D,4550,C
328,26,12,10,5,Harmony,C,4559,D
328,26,13,1,6,Stag-Hunt,D,4574,D
328,26,14,4,6,Stag-Hunt,D,4588,C
328,26,15,4,5,Stag-Hunt,C,4610,C
328,26,16,9,7,Harmony,C,Dummy,D
329,27,1,8,15,Snow Drift,D,4641,D
329,27,2,5,7,border Harmony/Stag-Hunt,C,4652,C
329,27,3,1,10,border Stag-Hunt/Prisoner's Dilemma,C,4666,D
